NORMAL: 2018.02.06 17:33:17.573    软件启动！
NORMAL: 2018.02.06 17:33:21.167    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.169    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 89 00 00 00 00
NORMAL: 2018.02.06 17:33:21.171    接收 0x00bc8c55 0x0000073d 数据帧 标准帧 08 10 13 62 F1 89 30 30 30
NORMAL: 2018.02.06 17:33:21.172    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.174    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:33:21.174    接收 0x00bc8c59 0x0000073d 数据帧 标准帧 08 21 30 30 30 30 30 30 30
NORMAL: 2018.02.06 17:33:21.176    接收 0x00bc8c5a 0x0000073d 数据帧 标准帧 08 22 30 30 30 30 30 30 AA
NORMAL: 2018.02.06 17:33:21.177    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.179    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 8A 00 00 00 00
NORMAL: 2018.02.06 17:33:21.181    接收 0x00bc8c5f 0x0000073d 数据帧 标准帧 08 10 0D 62 F1 8A 30 30 30
NORMAL: 2018.02.06 17:33:21.182    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.184    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:33:21.184    接收 0x00bc8c64 0x0000073d 数据帧 标准帧 08 21 30 30 30 30 30 30 30
NORMAL: 2018.02.06 17:33:21.187    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.189    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 8B 00 00 00 00
NORMAL: 2018.02.06 17:33:21.191    接收 0x00bc8c69 0x0000073d 数据帧 标准帧 08 07 62 F1 8B 20 17 12 10
NORMAL: 2018.02.06 17:33:21.192    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.194    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 8C 00 00 00 00
NORMAL: 2018.02.06 17:33:21.194    接收 0x00bc8c6d 0x0000073d 数据帧 标准帧 08 10 13 62 F1 8C 31 32 33
NORMAL: 2018.02.06 17:33:21.197    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.199    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:33:21.201    接收 0x00bc8c73 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 17:33:21.202    接收 0x00bc8c74 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 17:33:21.202    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.204    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 90 00 00 00 00
NORMAL: 2018.02.06 17:33:21.206    接收 0x00bc8c79 0x0000073d 数据帧 标准帧 08 10 14 62 F1 90 00 00 00
NORMAL: 2018.02.06 17:33:21.207    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.209    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:33:21.211    接收 0x00bc8c7d 0x0000073d 数据帧 标准帧 08 21 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:33:21.212    接收 0x00bc8c7e 0x0000073d 数据帧 标准帧 08 22 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:33:21.212    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.214    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 93 00 00 00 00
NORMAL: 2018.02.06 17:33:21.214    接收 0x00bc8c81 0x0000073d 数据帧 标准帧 08 10 13 62 F1 93 31 32 33
NORMAL: 2018.02.06 17:33:21.217    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.219    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:33:21.221    接收 0x00bc8c87 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 17:33:21.222    接收 0x00bc8c88 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 17:33:21.222    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.224    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 94 00 00 00 00
NORMAL: 2018.02.06 17:33:21.226    接收 0x00bc8c8c 0x0000073d 数据帧 标准帧 08 10 13 62 F1 94 31 32 33
NORMAL: 2018.02.06 17:33:21.227    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.229    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:33:21.232    接收 0x00bc8c92 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 17:33:21.234    接收 0x00bc8c94 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 17:33:21.234    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.236    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 95 00 00 00 00
NORMAL: 2018.02.06 17:33:21.238    接收 0x00bc8c98 0x0000073d 数据帧 标准帧 08 10 13 62 F1 95 31 32 33
NORMAL: 2018.02.06 17:33:21.239    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.241    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:33:21.243    接收 0x00bc8c9d 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 17:33:21.245    接收 0x00bc8c9f 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 17:33:21.245    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.248    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 9D 00 00 00 00
NORMAL: 2018.02.06 17:33:21.248    接收 0x00bc8ca3 0x0000073d 数据帧 标准帧 08 07 62 F1 9D 00 00 00 00
NORMAL: 2018.02.06 17:33:21.250    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.252    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 10 00 00 00 00
NORMAL: 2018.02.06 17:33:21.254    接收 0x00bc8ca8 0x0000073d 数据帧 标准帧 08 10 0B 62 F1 10 00 00 00
NORMAL: 2018.02.06 17:33:21.255    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.257    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:33:21.259    接收 0x00bc8cad 0x0000073d 数据帧 标准帧 08 21 00 00 00 00 00 AA AA
NORMAL: 2018.02.06 17:33:21.260    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.262    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 01 00 00 00 00
NORMAL: 2018.02.06 17:33:21.264    接收 0x00bc8cb2 0x0000073d 数据帧 标准帧 08 04 62 F1 01 00 AA AA AA
NORMAL: 2018.02.06 17:33:21.265    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.267    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 92 00 00 00 00
NORMAL: 2018.02.06 17:33:21.269    接收 0x00bc8cb7 0x0000073d 数据帧 标准帧 08 10 13 62 F1 92 31 32 33
NORMAL: 2018.02.06 17:33:21.270    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.272    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:33:21.274    接收 0x00bc8cbc 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 17:33:21.275    接收 0x00bc8cbd 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 17:33:21.275    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.277    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 98 00 00 00 00
NORMAL: 2018.02.06 17:33:21.279    接收 0x00bc8cc1 0x0000073d 数据帧 标准帧 08 10 13 62 F1 98 00 00 00
NORMAL: 2018.02.06 17:33:21.280    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.282    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:33:21.282    接收 0x00bc8cc5 0x0000073d 数据帧 标准帧 08 21 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:33:21.285    接收 0x00bc8cc7 0x0000073d 数据帧 标准帧 08 22 00 00 00 00 00 00 AA
NORMAL: 2018.02.06 17:33:21.285    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.287    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 99 00 00 00 00
NORMAL: 2018.02.06 17:33:21.289    接收 0x00bc8ccb 0x0000073d 数据帧 标准帧 08 07 62 F1 99 00 00 00 00
NORMAL: 2018.02.06 17:33:21.290    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.292    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 80 00 00 00 00
NORMAL: 2018.02.06 17:33:21.294    接收 0x00bc8cd0 0x0000073d 数据帧 标准帧 08 10 13 62 F1 80 31 32 33
NORMAL: 2018.02.06 17:33:21.295    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.297    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:33:21.299    接收 0x00bc8cd5 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 17:33:21.300    接收 0x00bc8cd6 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 17:33:21.300    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:21.300    读取ECU信息成功！
NORMAL: 2018.02.06 17:33:23.001    发送 0000000000 0x00000735 数据帧 标准帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.02.06 17:33:23.003    接收 0x00bc937e 0x0000073d 数据帧 标准帧 08 02 7E 00 AA AA AA AA AA
NORMAL: 2018.02.06 17:33:23.007    开始读取故障码！
NORMAL: 2018.02.06 17:33:23.008    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.02.06 17:33:23.106    发送 0000000000 0x00000735 数据帧 标准帧 08 03 19 02 FF 00 00 00 00
NORMAL: 2018.02.06 17:33:23.106    接收 0x00bc93e5 0x0000073d 数据帧 标准帧 08 12 4B 59 02 49 1C 03 00
NORMAL: 2018.02.06 17:33:23.115    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:23.117    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:33:23.119    接收 0x00bc93f1 0x0000073d 数据帧 标准帧 08 21 49 06 06 00 49 15 03
NORMAL: 2018.02.06 17:33:23.120    接收 0x00bc93f2 0x0000073d 数据帧 标准帧 08 22 00 49 0A 1B 01 49 11
NORMAL: 2018.02.06 17:33:23.121    接收 0x00bc93f3 0x0000073d 数据帧 标准帧 08 23 00 00 49 11 01 00 49
NORMAL: 2018.02.06 17:33:23.122    接收 0x00bc93f4 0x0000073d 数据帧 标准帧 08 24 11 02 00 49 11 03 00
NORMAL: 2018.02.06 17:33:23.123    接收 0x00bc93f5 0x0000073d 数据帧 标准帧 08 25 49 11 04 00 49 11 05
NORMAL: 2018.02.06 17:33:23.125    接收 0x00bc93f7 0x0000073d 数据帧 标准帧 08 26 00 49 11 07 00 49 11
NORMAL: 2018.02.06 17:33:23.127    接收 0x00bc93f9 0x0000073d 数据帧 标准帧 08 27 08 00 49 11 09 00 49
NORMAL: 2018.02.06 17:33:23.128    接收 0x00bc93fb 0x0000073d 数据帧 标准帧 08 28 11 0B 00 49 11 0C 00
NORMAL: 2018.02.06 17:33:23.130    接收 0x00bc93fd 0x0000073d 数据帧 标准帧 08 29 49 11 0D 00 49 11 0E
NORMAL: 2018.02.06 17:33:23.132    接收 0x00bc93ff 0x0000073d 数据帧 标准帧 08 2A 00 49 11 0F 00 49 11
NORMAL: 2018.02.06 17:33:23.134    接收 0x00bc9401 0x0000073d 数据帧 标准帧 08 2B 10 00 49 11 11 00 49
NORMAL: 2018.02.06 17:33:23.136    接收 0x00bc9403 0x0000073d 数据帧 标准帧 08 2C 11 12 00 49 11 13 00
NORMAL: 2018.02.06 17:33:23.138    接收 0x00bc9405 0x0000073d 数据帧 标准帧 08 2D 49 11 15 00 49 11 16
NORMAL: 2018.02.06 17:33:23.142    接收 0x00bc9407 0x0000073d 数据帧 标准帧 08 2E 00 49 11 17 00 49 11
NORMAL: 2018.02.06 17:33:23.142    接收 0x00bc9408 0x0000073d 数据帧 标准帧 08 2F 18 00 49 11 19 00 49
NORMAL: 2018.02.06 17:33:23.143    接收 0x00bc940a 0x0000073d 数据帧 标准帧 08 20 11 1B 00 49 11 1C 00
NORMAL: 2018.02.06 17:33:23.144    接收 0x00bc940b 0x0000073d 数据帧 标准帧 08 21 49 11 1D 00 49 11 1E
NORMAL: 2018.02.06 17:33:23.145    接收 0x00bc940c 0x0000073d 数据帧 标准帧 08 22 00 49 11 20 00 49 11
NORMAL: 2018.02.06 17:33:23.146    接收 0x00bc940d 0x0000073d 数据帧 标准帧 08 23 21 00 49 11 22 00 49
NORMAL: 2018.02.06 17:33:23.147    接收 0x00bc940e 0x0000073d 数据帧 标准帧 08 24 11 23 00 49 11 24 00
NORMAL: 2018.02.06 17:33:23.148    接收 0x00bc940f 0x0000073d 数据帧 标准帧 08 25 49 11 25 00 49 11 27
NORMAL: 2018.02.06 17:33:23.149    接收 0x00bc9410 0x0000073d 数据帧 标准帧 08 26 00 49 11 28 00 49 11
NORMAL: 2018.02.06 17:33:23.150    接收 0x00bc9411 0x0000073d 数据帧 标准帧 08 27 29 00 49 11 2A 00 49
NORMAL: 2018.02.06 17:33:23.151    接收 0x00bc9412 0x0000073d 数据帧 标准帧 08 28 11 2B 00 49 11 2C 00
NORMAL: 2018.02.06 17:33:23.152    接收 0x00bc9413 0x0000073d 数据帧 标准帧 08 29 49 11 2D 00 49 11 2E
NORMAL: 2018.02.06 17:33:23.154    接收 0x00bc9415 0x0000073d 数据帧 标准帧 08 2A 00 49 11 2F 00 49 11
NORMAL: 2018.02.06 17:33:23.156    接收 0x00bc9417 0x0000073d 数据帧 标准帧 08 2B 30 00 49 11 31 00 49
NORMAL: 2018.02.06 17:33:23.158    接收 0x00bc9419 0x0000073d 数据帧 标准帧 08 2C 11 32 00 49 11 33 00
NORMAL: 2018.02.06 17:33:23.160    接收 0x00bc941b 0x0000073d 数据帧 标准帧 08 2D 49 11 34 00 49 11 36
NORMAL: 2018.02.06 17:33:23.161    接收 0x00bc941c 0x0000073d 数据帧 标准帧 08 2E 00 49 11 37 00 49 06
NORMAL: 2018.02.06 17:33:23.162    接收 0x00bc941d 0x0000073d 数据帧 标准帧 08 2F 2F 42 49 06 2F 43 49
NORMAL: 2018.02.06 17:33:23.163    接收 0x00bc941e 0x0000073d 数据帧 标准帧 08 20 06 2F 45 49 15 04 00
NORMAL: 2018.02.06 17:33:23.164    接收 0x00bc941f 0x0000073d 数据帧 标准帧 08 21 49 D2 0C 00 49 D2 0D
NORMAL: 2018.02.06 17:33:23.165    接收 0x00bc9420 0x0000073d 数据帧 标准帧 08 22 00 49 D2 00 00 49 D2
NORMAL: 2018.02.06 17:33:23.166    接收 0x00bc9421 0x0000073d 数据帧 标准帧 08 23 01 00 49 D2 02 00 49
NORMAL: 2018.02.06 17:33:23.168    接收 0x00bc9423 0x0000073d 数据帧 标准帧 08 24 D2 03 00 49 D2 04 00
NORMAL: 2018.02.06 17:33:23.169    接收 0x00bc9424 0x0000073d 数据帧 标准帧 08 25 49 D2 05 00 49 D2 06
NORMAL: 2018.02.06 17:33:23.170    接收 0x00bc9425 0x0000073d 数据帧 标准帧 08 26 00 49 D2 07 00 49 D2
NORMAL: 2018.02.06 17:33:23.171    接收 0x00bc9426 0x0000073d 数据帧 标准帧 08 27 08 00 49 D2 09 00 49
NORMAL: 2018.02.06 17:33:23.172    接收 0x00bc9427 0x0000073d 数据帧 标准帧 08 28 D2 0A 00 49 D2 0B 00
NORMAL: 2018.02.06 17:33:23.173    接收 0x00bc9428 0x0000073d 数据帧 标准帧 08 29 49 06 B0 13 49 1C 06
NORMAL: 2018.02.06 17:33:23.174    接收 0x00bc9429 0x0000073d 数据帧 标准帧 08 2A 19 49 C0 73 88 49 0A
NORMAL: 2018.02.06 17:33:23.175    接收 0x00bc942a 0x0000073d 数据帧 标准帧 08 2B 90 00 49 0C 01 00 49
NORMAL: 2018.02.06 17:33:23.176    接收 0x00bc942b 0x0000073d 数据帧 标准帧 08 2C 0B E5 00 49 18 00 12
NORMAL: 2018.02.06 17:33:23.177    接收 0x00bc942c 0x0000073d 数据帧 标准帧 08 2D 49 0B E8 00 49 18 00
NORMAL: 2018.02.06 17:33:23.179    接收 0x00bc942e 0x0000073d 数据帧 标准帧 08 2E 11 49 0B E7 00 49 0B
NORMAL: 2018.02.06 17:33:23.181    接收 0x00bc9430 0x0000073d 数据帧 标准帧 08 2F FD 00 49 0B E9 00 49
NORMAL: 2018.02.06 17:33:23.183    接收 0x00bc9432 0x0000073d 数据帧 标准帧 08 20 18 01 12 49 0B EC 00
NORMAL: 2018.02.06 17:33:23.185    接收 0x00bc9434 0x0000073d 数据帧 标准帧 08 21 49 18 01 11 49 0B EB
NORMAL: 2018.02.06 17:33:23.186    接收 0x00bc9435 0x0000073d 数据帧 标准帧 08 22 00 49 0B ED 00 49 18
NORMAL: 2018.02.06 17:33:23.187    接收 0x00bc9436 0x0000073d 数据帧 标准帧 08 23 02 12 49 0B F0 00 49
NORMAL: 2018.02.06 17:33:23.188    接收 0x00bc9437 0x0000073d 数据帧 标准帧 08 24 18 02 11 49 0B EF 00
NORMAL: 2018.02.06 17:33:23.189    接收 0x00bc9438 0x0000073d 数据帧 标准帧 08 25 49 1C 08 19 49 13 00
NORMAL: 2018.02.06 17:33:23.190    接收 0x00bc9439 0x0000073d 数据帧 标准帧 08 26 00 49 13 03 00 49 13
NORMAL: 2018.02.06 17:33:23.191    接收 0x00bc943a 0x0000073d 数据帧 标准帧 08 27 04 00 49 13 05 00 49
NORMAL: 2018.02.06 17:33:23.193    接收 0x00bc943c 0x0000073d 数据帧 标准帧 08 28 13 06 00 49 13 07 00
NORMAL: 2018.02.06 17:33:23.194    接收 0x00bc943d 0x0000073d 数据帧 标准帧 08 29 49 13 08 00 49 13 09
NORMAL: 2018.02.06 17:33:23.195    接收 0x00bc943e 0x0000073d 数据帧 标准帧 08 2A 00 49 13 0A 00 49 13
NORMAL: 2018.02.06 17:33:23.196    接收 0x00bc943f 0x0000073d 数据帧 标准帧 08 2B 0B 00 49 13 0C 00 49
NORMAL: 2018.02.06 17:33:23.197    接收 0x00bc9440 0x0000073d 数据帧 标准帧 08 2C 13 13 00 49 C2 93 00
NORMAL: 2018.02.06 17:33:23.198    接收 0x00bc9441 0x0000073d 数据帧 标准帧 08 2D 49 15 07 00 49 14 00
NORMAL: 2018.02.06 17:33:23.199    接收 0x00bc9442 0x0000073d 数据帧 标准帧 08 2E 00 49 0C 17 91 49 0C
NORMAL: 2018.02.06 17:33:23.200    接收 0x00bc9443 0x0000073d 数据帧 标准帧 08 2F 4E 99 49 17 00 00 49
NORMAL: 2018.02.06 17:33:23.201    接收 0x00bc9444 0x0000073d 数据帧 标准帧 08 20 17 01 00 49 C4 01 00
NORMAL: 2018.02.06 17:33:23.202    接收 0x00bc9445 0x0000073d 数据帧 标准帧 08 21 49 0C 53 00 49 0C 51
NORMAL: 2018.02.06 17:33:23.204    接收 0x00bc9447 0x0000073d 数据帧 标准帧 08 22 1C 49 0C 52 00 49 0A
NORMAL: 2018.02.06 17:33:23.206    接收 0x00bc9449 0x0000073d 数据帧 标准帧 08 23 44 00 49 17 09 00 49
NORMAL: 2018.02.06 17:33:23.208    接收 0x00bc944b 0x0000073d 数据帧 标准帧 08 24 1C 0E 00 49 0A 8E 00
NORMAL: 2018.02.06 17:33:23.210    接收 0x00bc944d 0x0000073d 数据帧 标准帧 08 25 49 0A EF 00 49 0A F0
NORMAL: 2018.02.06 17:33:23.211    接收 0x00bc944e 0x0000073d 数据帧 标准帧 08 26 00 49 0A ED 00 49 0A
NORMAL: 2018.02.06 17:33:23.212    接收 0x00bc944f 0x0000073d 数据帧 标准帧 08 27 F4 00 49 0A F5 00 49
NORMAL: 2018.02.06 17:33:23.213    接收 0x00bc9450 0x0000073d 数据帧 标准帧 08 28 0A F2 00 49 0B D3 00
NORMAL: 2018.02.06 17:33:23.214    接收 0x00bc9451 0x0000073d 数据帧 标准帧 08 29 49 0B D4 00 49 0A D1
NORMAL: 2018.02.06 17:33:23.215    接收 0x00bc9452 0x0000073d 数据帧 标准帧 08 2A 00 49 19 87 00 49 19
NORMAL: 2018.02.06 17:33:23.216    接收 0x00bc9453 0x0000073d 数据帧 标准帧 08 2B 89 00 49 0A 32 00 49
NORMAL: 2018.02.06 17:33:23.218    接收 0x00bc9455 0x0000073d 数据帧 标准帧 08 2C 0A 33 00 49 19 83 00
NORMAL: 2018.02.06 17:33:23.219    接收 0x00bc9456 0x0000073d 数据帧 标准帧 08 2D 49 19 85 00 49 05 63
NORMAL: 2018.02.06 17:33:23.221    接收 0x00bc9457 0x0000073d 数据帧 标准帧 08 2E 00 49 05 62 00 49 0C
NORMAL: 2018.02.06 17:33:23.221    接收 0x00bc9458 0x0000073d 数据帧 标准帧 08 2F 79 00 49 0C 79 17 49
NORMAL: 2018.02.06 17:33:23.222    接收 0x00bc9459 0x0000073d 数据帧 标准帧 08 20 06 43 00 49 06 51 00
NORMAL: 2018.02.06 17:33:23.223    接收 0x00bc945a 0x0000073d 数据帧 标准帧 08 21 49 06 52 00 49 1C 15
NORMAL: 2018.02.06 17:33:23.224    接收 0x00bc945b 0x0000073d 数据帧 标准帧 08 22 00 49 06 99 00 49 06
NORMAL: 2018.02.06 17:33:23.225    接收 0x00bc945c 0x0000073d 数据帧 标准帧 08 23 98 00 49 0A 1B 47 49
NORMAL: 2018.02.06 17:33:23.225    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:33:25.510    读取故障码成功！
NORMAL: 2018.02.06 17:33:27.413    发送 0000000000 0x00000735 数据帧 标准帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.02.06 17:33:27.415    接收 0x00bca4ba 0x0000073d 数据帧 标准帧 08 02 7E 00 AA AA AA AA AA
NORMAL: 2018.02.06 17:33:27.416    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.02.06 17:33:29.417    发送 0000000000 0x00000735 数据帧 标准帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.02.06 17:33:29.419    接收 0x00bcac8e 0x0000073d 数据帧 标准帧 08 02 7E 00 AA AA AA AA AA
NORMAL: 2018.02.06 17:33:29.421    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.02.06 17:33:30.674    CAN设备已经打开，进行关闭！
