NORMAL: 2018.02.06 18:27:01.605    软件启动！
NORMAL: 2018.02.06 18:27:04.721    接收 0x00edbd56 0x0000073d 数据帧 标准帧 08 21 30 30 30 30 30 AA AA
NORMAL: 2018.02.06 18:27:04.724    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.725    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 89 00 00 00 00
NORMAL: 2018.02.06 18:27:04.726    接收 0x00edbd5c 0x0000073d 数据帧 标准帧 08 10 13 62 F1 89 30 30 30
NORMAL: 2018.02.06 18:27:04.728    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.731    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:27:04.731    接收 0x00edbd60 0x0000073d 数据帧 标准帧 08 21 30 30 30 30 30 30 30
NORMAL: 2018.02.06 18:27:04.731    接收 0x00edbd61 0x0000073d 数据帧 标准帧 08 22 30 30 30 30 30 30 AA
NORMAL: 2018.02.06 18:27:04.733    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.736    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 8A 00 00 00 00
NORMAL: 2018.02.06 18:27:04.736    接收 0x00edbd66 0x0000073d 数据帧 标准帧 08 10 0D 62 F1 8A 30 30 30
NORMAL: 2018.02.06 18:27:04.738    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.740    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:27:04.740    接收 0x00edbd6a 0x0000073d 数据帧 标准帧 08 21 30 30 30 30 30 30 30
NORMAL: 2018.02.06 18:27:04.743    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.745    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 8B 00 00 00 00
NORMAL: 2018.02.06 18:27:04.748    接收 0x00edbd71 0x0000073d 数据帧 标准帧 08 07 62 F1 8B 20 17 12 10
NORMAL: 2018.02.06 18:27:04.748    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.750    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 8C 00 00 00 00
NORMAL: 2018.02.06 18:27:04.750    接收 0x00edbd75 0x0000073d 数据帧 标准帧 08 10 13 62 F1 8C 31 32 33
NORMAL: 2018.02.06 18:27:04.753    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.755    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:27:04.755    接收 0x00edbd79 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 18:27:04.757    接收 0x00edbd7a 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 18:27:04.758    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.759    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 90 00 00 00 00
NORMAL: 2018.02.06 18:27:04.761    接收 0x00edbd7e 0x0000073d 数据帧 标准帧 08 10 14 62 F1 90 00 00 00
NORMAL: 2018.02.06 18:27:04.763    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.766    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:27:04.766    接收 0x00edbd84 0x0000073d 数据帧 标准帧 08 21 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:27:04.768    接收 0x00edbd84 0x0000073d 数据帧 标准帧 08 22 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:27:04.768    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.770    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 93 00 00 00 00
NORMAL: 2018.02.06 18:27:04.772    接收 0x00edbd89 0x0000073d 数据帧 标准帧 08 10 13 62 F1 93 31 32 33
NORMAL: 2018.02.06 18:27:04.773    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.775    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:27:04.777    接收 0x00edbd8d 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 18:27:04.778    接收 0x00edbd8e 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 18:27:04.778    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.782    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 94 00 00 00 00
NORMAL: 2018.02.06 18:27:04.782    接收 0x00edbd94 0x0000073d 数据帧 标准帧 08 10 13 62 F1 94 31 32 33
NORMAL: 2018.02.06 18:27:04.783    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.784    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:27:04.784    接收 0x00edbd96 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 18:27:04.786    接收 0x00edbd98 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 18:27:04.788    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.790    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 95 00 00 00 00
NORMAL: 2018.02.06 18:27:04.790    接收 0x00edbd9d 0x0000073d 数据帧 标准帧 08 10 13 62 F1 95 31 32 33
NORMAL: 2018.02.06 18:27:04.793    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.795    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:27:04.795    接收 0x00edbda1 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 18:27:04.797    接收 0x00edbda2 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 18:27:04.798    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.800    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 9D 00 00 00 00
NORMAL: 2018.02.06 18:27:04.802    接收 0x00edbda8 0x0000073d 数据帧 标准帧 08 07 62 F1 9D 00 00 00 00
NORMAL: 2018.02.06 18:27:04.803    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.805    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 10 00 00 00 00
NORMAL: 2018.02.06 18:27:04.807    接收 0x00edbdac 0x0000073d 数据帧 标准帧 08 10 0B 62 F1 10 00 00 00
NORMAL: 2018.02.06 18:27:04.808    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.809    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:27:04.811    接收 0x00edbdb0 0x0000073d 数据帧 标准帧 08 21 00 00 00 00 00 AA AA
NORMAL: 2018.02.06 18:27:04.813    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.816    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 01 00 00 00 00
NORMAL: 2018.02.06 18:27:04.816    接收 0x00edbdb6 0x0000073d 数据帧 标准帧 08 04 62 F1 01 00 AA AA AA
NORMAL: 2018.02.06 18:27:04.818    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.820    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 92 00 00 00 00
NORMAL: 2018.02.06 18:27:04.822    接收 0x00edbdbc 0x0000073d 数据帧 标准帧 08 10 13 62 F1 92 31 32 33
NORMAL: 2018.02.06 18:27:04.823    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.825    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:27:04.827    接收 0x00edbdc0 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 18:27:04.828    接收 0x00edbdc0 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 18:27:04.828    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.830    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 98 00 00 00 00
NORMAL: 2018.02.06 18:27:04.830    接收 0x00edbdc5 0x0000073d 数据帧 标准帧 08 10 13 62 F1 98 00 00 00
NORMAL: 2018.02.06 18:27:04.833    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.836    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:27:04.836    接收 0x00edbdca 0x0000073d 数据帧 标准帧 08 21 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:27:04.836    接收 0x00edbdca 0x0000073d 数据帧 标准帧 08 22 00 00 00 00 00 00 AA
NORMAL: 2018.02.06 18:27:04.838    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.840    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 99 00 00 00 00
NORMAL: 2018.02.06 18:27:04.842    接收 0x00edbdd0 0x0000073d 数据帧 标准帧 08 07 62 F1 99 00 00 00 00
NORMAL: 2018.02.06 18:27:04.843    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.845    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 80 00 00 00 00
NORMAL: 2018.02.06 18:27:04.848    接收 0x00edbdd5 0x0000073d 数据帧 标准帧 08 10 13 62 F1 80 31 32 33
NORMAL: 2018.02.06 18:27:04.848    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.850    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:27:04.850    接收 0x00edbdd8 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 18:27:04.852    接收 0x00edbdd9 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 18:27:04.853    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:04.853    读取ECU信息成功！
NORMAL: 2018.02.06 18:27:06.655    发送 0000000000 0x00000735 数据帧 标准帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.02.06 18:27:06.657    接收 0x00edc4e6 0x0000073d 数据帧 标准帧 08 02 7E 00 AA AA AA AA AA
NORMAL: 2018.02.06 18:27:06.658    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.02.06 18:27:06.917    开始读取故障码！
NORMAL: 2018.02.06 18:27:06.960    发送 0000000000 0x00000735 数据帧 标准帧 08 03 19 02 FF 00 00 00 00
NORMAL: 2018.02.06 18:27:06.962    接收 0x00edc618 0x0000073d 数据帧 标准帧 08 12 4B 59 02 49 1C 03 00
NORMAL: 2018.02.06 18:27:06.968    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:06.970    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:27:06.970    接收 0x00edc620 0x0000073d 数据帧 标准帧 08 21 49 06 06 00 49 15 03
NORMAL: 2018.02.06 18:27:06.971    接收 0x00edc621 0x0000073d 数据帧 标准帧 08 22 00 49 0A 1B 01 49 11
NORMAL: 2018.02.06 18:27:06.972    接收 0x00edc622 0x0000073d 数据帧 标准帧 08 23 00 00 49 11 01 00 49
NORMAL: 2018.02.06 18:27:06.973    接收 0x00edc623 0x0000073d 数据帧 标准帧 08 24 11 02 00 49 11 03 00
NORMAL: 2018.02.06 18:27:06.974    接收 0x00edc624 0x0000073d 数据帧 标准帧 08 25 49 11 04 00 49 11 05
NORMAL: 2018.02.06 18:27:06.975    接收 0x00edc625 0x0000073d 数据帧 标准帧 08 26 00 49 11 07 00 49 11
NORMAL: 2018.02.06 18:27:06.976    接收 0x00edc626 0x0000073d 数据帧 标准帧 08 27 08 00 49 11 09 00 49
NORMAL: 2018.02.06 18:27:06.977    接收 0x00edc627 0x0000073d 数据帧 标准帧 08 28 11 0B 00 49 11 0C 00
NORMAL: 2018.02.06 18:27:06.979    接收 0x00edc628 0x0000073d 数据帧 标准帧 08 29 49 11 0D 00 49 11 0E
NORMAL: 2018.02.06 18:27:06.980    接收 0x00edc62a 0x0000073d 数据帧 标准帧 08 2A 00 49 11 0F 00 49 11
NORMAL: 2018.02.06 18:27:06.982    接收 0x00edc62c 0x0000073d 数据帧 标准帧 08 2B 10 00 49 11 11 00 49
NORMAL: 2018.02.06 18:27:06.984    接收 0x00edc62e 0x0000073d 数据帧 标准帧 08 2C 11 12 00 49 11 13 00
NORMAL: 2018.02.06 18:27:06.986    接收 0x00edc630 0x0000073d 数据帧 标准帧 08 2D 49 11 15 00 49 11 16
NORMAL: 2018.02.06 18:27:06.987    接收 0x00edc631 0x0000073d 数据帧 标准帧 08 2E 00 49 11 17 00 49 11
NORMAL: 2018.02.06 18:27:06.988    接收 0x00edc632 0x0000073d 数据帧 标准帧 08 2F 18 00 49 11 19 00 49
NORMAL: 2018.02.06 18:27:06.988    接收 0x00edc633 0x0000073d 数据帧 标准帧 08 20 11 1B 00 49 11 1C 00
NORMAL: 2018.02.06 18:27:06.990    接收 0x00edc634 0x0000073d 数据帧 标准帧 08 21 49 11 1D 00 49 11 1E
NORMAL: 2018.02.06 18:27:06.991    接收 0x00edc635 0x0000073d 数据帧 标准帧 08 22 00 49 11 20 00 49 11
NORMAL: 2018.02.06 18:27:06.992    接收 0x00edc636 0x0000073d 数据帧 标准帧 08 23 21 00 49 11 22 00 49
NORMAL: 2018.02.06 18:27:06.994    接收 0x00edc638 0x0000073d 数据帧 标准帧 08 24 11 23 00 49 11 24 00
NORMAL: 2018.02.06 18:27:06.995    接收 0x00edc639 0x0000073d 数据帧 标准帧 08 25 49 11 25 00 49 11 27
NORMAL: 2018.02.06 18:27:07.000    接收 0x00edc63a 0x0000073d 数据帧 标准帧 08 26 00 49 11 28 00 49 11
NORMAL: 2018.02.06 18:27:07.001    接收 0x00edc63b 0x0000073d 数据帧 标准帧 08 27 29 00 49 11 2A 00 49
NORMAL: 2018.02.06 18:27:07.002    接收 0x00edc63c 0x0000073d 数据帧 标准帧 08 28 11 2B 00 49 11 2C 00
NORMAL: 2018.02.06 18:27:07.002    接收 0x00edc63d 0x0000073d 数据帧 标准帧 08 29 49 11 2D 00 49 11 2E
NORMAL: 2018.02.06 18:27:07.003    接收 0x00edc63e 0x0000073d 数据帧 标准帧 08 2A 00 49 11 2F 00 49 11
NORMAL: 2018.02.06 18:27:07.004    接收 0x00edc63f 0x0000073d 数据帧 标准帧 08 2B 30 00 49 11 31 00 49
NORMAL: 2018.02.06 18:27:07.005    接收 0x00edc640 0x0000073d 数据帧 标准帧 08 2C 11 32 00 49 11 33 00
NORMAL: 2018.02.06 18:27:07.011    接收 0x00edc641 0x0000073d 数据帧 标准帧 08 2D 49 11 34 00 49 11 36
NORMAL: 2018.02.06 18:27:07.012    接收 0x00edc643 0x0000073d 数据帧 标准帧 08 2E 00 49 11 37 00 49 06
NORMAL: 2018.02.06 18:27:07.014    接收 0x00edc645 0x0000073d 数据帧 标准帧 08 2F 2F 42 49 06 2F 43 49
NORMAL: 2018.02.06 18:27:07.016    接收 0x00edc647 0x0000073d 数据帧 标准帧 08 20 06 2F 45 49 15 04 00
NORMAL: 2018.02.06 18:27:07.021    接收 0x00edc649 0x0000073d 数据帧 标准帧 08 21 49 D2 0C 00 49 D2 0D
NORMAL: 2018.02.06 18:27:07.022    接收 0x00edc64a 0x0000073d 数据帧 标准帧 08 22 00 49 D2 00 00 49 D2
NORMAL: 2018.02.06 18:27:07.022    接收 0x00edc64b 0x0000073d 数据帧 标准帧 08 23 01 00 49 D2 02 00 49
NORMAL: 2018.02.06 18:27:07.024    接收 0x00edc64c 0x0000073d 数据帧 标准帧 08 24 D2 03 00 49 D2 04 00
NORMAL: 2018.02.06 18:27:07.024    接收 0x00edc64d 0x0000073d 数据帧 标准帧 08 25 49 D2 05 00 49 D2 06
NORMAL: 2018.02.06 18:27:07.025    接收 0x00edc64e 0x0000073d 数据帧 标准帧 08 26 00 49 D2 07 00 49 D2
NORMAL: 2018.02.06 18:27:07.026    接收 0x00edc64f 0x0000073d 数据帧 标准帧 08 27 08 00 49 D2 09 00 49
NORMAL: 2018.02.06 18:27:07.028    接收 0x00edc651 0x0000073d 数据帧 标准帧 08 28 D2 0A 00 49 D2 0B 00
NORMAL: 2018.02.06 18:27:07.029    接收 0x00edc652 0x0000073d 数据帧 标准帧 08 29 49 06 B0 13 49 1C 06
NORMAL: 2018.02.06 18:27:07.030    接收 0x00edc653 0x0000073d 数据帧 标准帧 08 2A 19 49 C0 73 88 49 0A
NORMAL: 2018.02.06 18:27:07.031    接收 0x00edc654 0x0000073d 数据帧 标准帧 08 2B 90 00 49 0C 01 00 49
NORMAL: 2018.02.06 18:27:07.032    接收 0x00edc655 0x0000073d 数据帧 标准帧 08 2C 0B E5 00 49 18 00 12
NORMAL: 2018.02.06 18:27:07.033    接收 0x00edc656 0x0000073d 数据帧 标准帧 08 2D 49 0B E8 00 49 18 00
NORMAL: 2018.02.06 18:27:07.034    接收 0x00edc657 0x0000073d 数据帧 标准帧 08 2E 11 49 0B E7 00 49 0B
NORMAL: 2018.02.06 18:27:07.035    接收 0x00edc658 0x0000073d 数据帧 标准帧 08 2F FD 00 49 0B E9 00 49
NORMAL: 2018.02.06 18:27:07.036    接收 0x00edc659 0x0000073d 数据帧 标准帧 08 20 18 01 12 49 0B EC 00
NORMAL: 2018.02.06 18:27:07.037    接收 0x00edc65a 0x0000073d 数据帧 标准帧 08 21 49 18 01 11 49 0B EB
NORMAL: 2018.02.06 18:27:07.039    接收 0x00edc65c 0x0000073d 数据帧 标准帧 08 22 00 49 0B ED 00 49 18
NORMAL: 2018.02.06 18:27:07.041    接收 0x00edc65e 0x0000073d 数据帧 标准帧 08 23 02 12 49 0B F0 00 49
NORMAL: 2018.02.06 18:27:07.043    接收 0x00edc660 0x0000073d 数据帧 标准帧 08 24 18 02 11 49 0B EF 00
NORMAL: 2018.02.06 18:27:07.044    接收 0x00edc662 0x0000073d 数据帧 标准帧 08 25 49 1C 08 19 49 13 00
NORMAL: 2018.02.06 18:27:07.045    接收 0x00edc663 0x0000073d 数据帧 标准帧 08 26 00 49 13 03 00 49 13
NORMAL: 2018.02.06 18:27:07.046    接收 0x00edc664 0x0000073d 数据帧 标准帧 08 27 04 00 49 13 05 00 49
NORMAL: 2018.02.06 18:27:07.047    接收 0x00edc665 0x0000073d 数据帧 标准帧 08 28 13 06 00 49 13 07 00
NORMAL: 2018.02.06 18:27:07.048    接收 0x00edc666 0x0000073d 数据帧 标准帧 08 29 49 13 08 00 49 13 09
NORMAL: 2018.02.06 18:27:07.049    接收 0x00edc667 0x0000073d 数据帧 标准帧 08 2A 00 49 13 0A 00 49 13
NORMAL: 2018.02.06 18:27:07.050    接收 0x00edc668 0x0000073d 数据帧 标准帧 08 2B 0B 00 49 13 0C 00 49
NORMAL: 2018.02.06 18:27:07.052    接收 0x00edc66a 0x0000073d 数据帧 标准帧 08 2C 13 13 00 49 C2 93 00
NORMAL: 2018.02.06 18:27:07.053    接收 0x00edc66b 0x0000073d 数据帧 标准帧 08 2D 49 15 07 00 49 14 00
NORMAL: 2018.02.06 18:27:07.054    接收 0x00edc66c 0x0000073d 数据帧 标准帧 08 2E 00 49 0C 17 91 49 0C
NORMAL: 2018.02.06 18:27:07.055    接收 0x00edc66d 0x0000073d 数据帧 标准帧 08 2F 4E 99 49 17 00 00 49
NORMAL: 2018.02.06 18:27:07.056    接收 0x00edc66e 0x0000073d 数据帧 标准帧 08 20 17 01 00 49 C4 01 00
NORMAL: 2018.02.06 18:27:07.057    接收 0x00edc66f 0x0000073d 数据帧 标准帧 08 21 49 0C 53 00 49 0C 51
NORMAL: 2018.02.06 18:27:07.058    接收 0x00edc670 0x0000073d 数据帧 标准帧 08 22 1C 49 0C 52 00 49 0A
NORMAL: 2018.02.06 18:27:07.059    接收 0x00edc671 0x0000073d 数据帧 标准帧 08 23 44 00 49 17 09 00 49
NORMAL: 2018.02.06 18:27:07.060    接收 0x00edc672 0x0000073d 数据帧 标准帧 08 24 1C 0E 00 49 0A 8E 00
NORMAL: 2018.02.06 18:27:07.061    接收 0x00edc673 0x0000073d 数据帧 标准帧 08 25 49 0A EF 00 49 0A F0
NORMAL: 2018.02.06 18:27:07.063    接收 0x00edc675 0x0000073d 数据帧 标准帧 08 26 00 49 0A ED 00 49 0A
NORMAL: 2018.02.06 18:27:07.065    接收 0x00edc677 0x0000073d 数据帧 标准帧 08 27 F4 00 49 0A F5 00 49
NORMAL: 2018.02.06 18:27:07.067    接收 0x00edc679 0x0000073d 数据帧 标准帧 08 28 0A F2 00 49 0B D3 00
NORMAL: 2018.02.06 18:27:07.068    接收 0x00edc67b 0x0000073d 数据帧 标准帧 08 29 49 0B D4 00 49 0A D1
NORMAL: 2018.02.06 18:27:07.070    接收 0x00edc67d 0x0000073d 数据帧 标准帧 08 2A 00 49 19 87 00 49 19
NORMAL: 2018.02.06 18:27:07.072    接收 0x00edc67f 0x0000073d 数据帧 标准帧 08 2B 89 00 49 0A 32 00 49
NORMAL: 2018.02.06 18:27:07.074    接收 0x00edc681 0x0000073d 数据帧 标准帧 08 2C 0A 33 00 49 19 83 00
NORMAL: 2018.02.06 18:27:07.076    接收 0x00edc683 0x0000073d 数据帧 标准帧 08 2D 49 19 85 00 49 05 63
NORMAL: 2018.02.06 18:27:07.078    接收 0x00edc685 0x0000073d 数据帧 标准帧 08 2E 00 49 05 62 00 49 0C
NORMAL: 2018.02.06 18:27:07.079    接收 0x00edc686 0x0000073d 数据帧 标准帧 08 2F 79 00 49 0C 79 17 49
NORMAL: 2018.02.06 18:27:07.081    接收 0x00edc688 0x0000073d 数据帧 标准帧 08 20 06 43 00 49 06 51 00
NORMAL: 2018.02.06 18:27:07.082    接收 0x00edc689 0x0000073d 数据帧 标准帧 08 21 49 06 52 00 49 1C 15
NORMAL: 2018.02.06 18:27:07.083    接收 0x00edc68a 0x0000073d 数据帧 标准帧 08 22 00 49 06 99 00 49 06
NORMAL: 2018.02.06 18:27:07.084    接收 0x00edc68b 0x0000073d 数据帧 标准帧 08 23 98 00 49 0A 1B 47 49
NORMAL: 2018.02.06 18:27:07.084    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:27:07.425    C:/Users/chengshulei.GLBPOWER/Documents/Visual Studio 2013/Projects/DiagnosePage_20180118/Win32/Release/image/loading.gif
NORMAL: 2018.02.06 18:27:08.988    读取故障码成功！
NORMAL: 2018.02.06 18:27:10.691    发送 0000000000 0x00000735 数据帧 标准帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.02.06 18:27:10.693    接收 0x00edd4aa 0x0000073d 数据帧 标准帧 08 02 7E 00 AA AA AA AA AA
NORMAL: 2018.02.06 18:27:10.695    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.02.06 18:27:13.037    CAN设备已经打开，进行关闭！
