NORMAL: 2018.02.06 17:58:11.980    软件启动！
NORMAL: 2018.02.06 17:58:14.726    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:58:14.728    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 94 00 00 00 00
NORMAL: 2018.02.06 17:58:14.730    接收 0x00d35704 0x0000073d 数据帧 标准帧 08 10 13 62 F1 94 31 32 33
NORMAL: 2018.02.06 17:58:14.731    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:58:14.733    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:58:14.735    接收 0x00d35709 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 17:58:14.737    接收 0x00d3570b 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 17:58:14.737    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:58:14.739    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 95 00 00 00 00
NORMAL: 2018.02.06 17:58:14.743    接收 0x00d35711 0x0000073d 数据帧 标准帧 08 10 13 62 F1 95 31 32 33
NORMAL: 2018.02.06 17:58:14.743    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:58:14.745    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:58:14.747    接收 0x00d35715 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 17:58:14.748    接收 0x00d35716 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 17:58:14.748    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:58:14.751    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 9D 00 00 00 00
NORMAL: 2018.02.06 17:58:14.753    接收 0x00d3571b 0x0000073d 数据帧 标准帧 08 07 62 F1 9D 00 00 00 00
NORMAL: 2018.02.06 17:58:14.753    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:58:14.755    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 10 00 00 00 00
NORMAL: 2018.02.06 17:58:14.757    接收 0x00d3571f 0x0000073d 数据帧 标准帧 08 10 0B 62 F1 10 00 00 00
NORMAL: 2018.02.06 17:58:14.758    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:58:14.759    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:58:14.759    接收 0x00d35723 0x0000073d 数据帧 标准帧 08 21 00 00 00 00 00 AA AA
NORMAL: 2018.02.06 17:58:14.763    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:58:14.765    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 01 00 00 00 00
NORMAL: 2018.02.06 17:58:14.766    接收 0x00d35729 0x0000073d 数据帧 标准帧 08 04 62 F1 01 00 AA AA AA
NORMAL: 2018.02.06 17:58:14.768    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:58:14.769    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 92 00 00 00 00
NORMAL: 2018.02.06 17:58:14.772    接收 0x00d3572e 0x0000073d 数据帧 标准帧 08 10 13 62 F1 92 31 32 33
NORMAL: 2018.02.06 17:58:14.773    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:58:14.775    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:58:14.775    接收 0x00d35733 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 17:58:14.777    接收 0x00d35734 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 17:58:14.778    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:58:14.779    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 98 00 00 00 00
NORMAL: 2018.02.06 17:58:14.781    接收 0x00d35738 0x0000073d 数据帧 标准帧 08 10 13 62 F1 98 00 00 00
NORMAL: 2018.02.06 17:58:14.783    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:58:14.785    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:58:14.785    接收 0x00d3573d 0x0000073d 数据帧 标准帧 08 21 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:58:14.787    接收 0x00d3573e 0x0000073d 数据帧 标准帧 08 22 00 00 00 00 00 00 AA
NORMAL: 2018.02.06 17:58:14.788    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:58:14.789    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 99 00 00 00 00
NORMAL: 2018.02.06 17:58:14.791    接收 0x00d35742 0x0000073d 数据帧 标准帧 08 07 62 F1 99 00 00 00 00
NORMAL: 2018.02.06 17:58:14.793    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:58:14.794    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 80 00 00 00 00
NORMAL: 2018.02.06 17:58:14.794    接收 0x00d35746 0x0000073d 数据帧 标准帧 08 10 13 62 F1 80 31 32 33
NORMAL: 2018.02.06 17:58:14.798    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:58:14.799    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:58:14.799    接收 0x00d3574b 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 17:58:14.802    接收 0x00d3574d 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 17:58:14.803    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:58:14.803    读取ECU信息成功！
NORMAL: 2018.02.06 17:58:16.133    开始读取故障码！
NORMAL: 2018.02.06 17:58:16.206    发送 0000000000 0x00000735 数据帧 标准帧 08 03 19 02 FF 00 00 00 00
NORMAL: 2018.02.06 17:58:16.206    接收 0x00d35cca 0x0000073d 数据帧 标准帧 08 12 4B 59 02 49 1C 03 00
NORMAL: 2018.02.06 17:58:16.214    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:58:16.216    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:58:16.218    接收 0x00d35cd4 0x0000073d 数据帧 标准帧 08 21 49 06 06 00 49 15 03
NORMAL: 2018.02.06 17:58:16.219    接收 0x00d35cd5 0x0000073d 数据帧 标准帧 08 22 00 49 0A 1B 01 49 11
NORMAL: 2018.02.06 17:58:16.219    接收 0x00d35cd6 0x0000073d 数据帧 标准帧 08 23 00 00 49 11 01 00 49
NORMAL: 2018.02.06 17:58:16.220    接收 0x00d35cd7 0x0000073d 数据帧 标准帧 08 24 11 02 00 49 11 03 00
NORMAL: 2018.02.06 17:58:16.223    接收 0x00d35cd9 0x0000073d 数据帧 标准帧 08 25 49 11 04 00 49 11 05
NORMAL: 2018.02.06 17:58:16.223    接收 0x00d35cda 0x0000073d 数据帧 标准帧 08 26 00 49 11 07 00 49 11
NORMAL: 2018.02.06 17:58:16.224    接收 0x00d35cdb 0x0000073d 数据帧 标准帧 08 27 08 00 49 11 09 00 49
NORMAL: 2018.02.06 17:58:16.225    接收 0x00d35cdc 0x0000073d 数据帧 标准帧 08 28 11 0B 00 49 11 0C 00
NORMAL: 2018.02.06 17:58:16.227    接收 0x00d35cdd 0x0000073d 数据帧 标准帧 08 29 49 11 0D 00 49 11 0E
NORMAL: 2018.02.06 17:58:16.227    接收 0x00d35cde 0x0000073d 数据帧 标准帧 08 2A 00 49 11 0F 00 49 11
NORMAL: 2018.02.06 17:58:16.229    接收 0x00d35cdf 0x0000073d 数据帧 标准帧 08 2B 10 00 49 11 11 00 49
NORMAL: 2018.02.06 17:58:16.229    接收 0x00d35ce0 0x0000073d 数据帧 标准帧 08 2C 11 12 00 49 11 13 00
NORMAL: 2018.02.06 17:58:16.231    接收 0x00d35ce1 0x0000073d 数据帧 标准帧 08 2D 49 11 15 00 49 11 16
NORMAL: 2018.02.06 17:58:16.235    接收 0x00d35ce2 0x0000073d 数据帧 标准帧 08 2E 00 49 11 17 00 49 11
NORMAL: 2018.02.06 17:58:16.235    接收 0x00d35ce4 0x0000073d 数据帧 标准帧 08 2F 18 00 49 11 19 00 49
NORMAL: 2018.02.06 17:58:16.235    接收 0x00d35ce6 0x0000073d 数据帧 标准帧 08 20 11 1B 00 49 11 1C 00
NORMAL: 2018.02.06 17:58:16.238    接收 0x00d35ce8 0x0000073d 数据帧 标准帧 08 21 49 11 1D 00 49 11 1E
NORMAL: 2018.02.06 17:58:16.239    接收 0x00d35cea 0x0000073d 数据帧 标准帧 08 22 00 49 11 20 00 49 11
NORMAL: 2018.02.06 17:58:16.241    接收 0x00d35cec 0x0000073d 数据帧 标准帧 08 23 21 00 49 11 22 00 49
NORMAL: 2018.02.06 17:58:16.243    接收 0x00d35cee 0x0000073d 数据帧 标准帧 08 24 11 23 00 49 11 24 00
NORMAL: 2018.02.06 17:58:16.248    接收 0x00d35cf0 0x0000073d 数据帧 标准帧 08 25 49 11 25 00 49 11 27
NORMAL: 2018.02.06 17:58:16.248    接收 0x00d35cf2 0x0000073d 数据帧 标准帧 08 26 00 49 11 28 00 49 11
NORMAL: 2018.02.06 17:58:16.249    接收 0x00d35cf4 0x0000073d 数据帧 标准帧 08 27 29 00 49 11 2A 00 49
NORMAL: 2018.02.06 17:58:16.250    接收 0x00d35cf5 0x0000073d 数据帧 标准帧 08 28 11 2B 00 49 11 2C 00
NORMAL: 2018.02.06 17:58:16.256    接收 0x00d35cf7 0x0000073d 数据帧 标准帧 08 29 49 11 2D 00 49 11 2E
NORMAL: 2018.02.06 17:58:16.256    接收 0x00d35cf8 0x0000073d 数据帧 标准帧 08 2A 00 49 11 2F 00 49 11
NORMAL: 2018.02.06 17:58:16.256    接收 0x00d35cf9 0x0000073d 数据帧 标准帧 08 2B 30 00 49 11 31 00 49
NORMAL: 2018.02.06 17:58:16.256    接收 0x00d35cfa 0x0000073d 数据帧 标准帧 08 2C 11 32 00 49 11 33 00
NORMAL: 2018.02.06 17:58:16.256    接收 0x00d35cfb 0x0000073d 数据帧 标准帧 08 2D 49 11 34 00 49 11 36
NORMAL: 2018.02.06 17:58:16.257    接收 0x00d35cfc 0x0000073d 数据帧 标准帧 08 2E 00 49 11 37 00 49 06
NORMAL: 2018.02.06 17:58:16.258    接收 0x00d35cfd 0x0000073d 数据帧 标准帧 08 2F 2F 42 49 06 2F 43 49
NORMAL: 2018.02.06 17:58:16.259    接收 0x00d35cfe 0x0000073d 数据帧 标准帧 08 20 06 2F 45 49 15 04 00
NORMAL: 2018.02.06 17:58:16.260    接收 0x00d35cff 0x0000073d 数据帧 标准帧 08 21 49 D2 0C 00 49 D2 0D
NORMAL: 2018.02.06 17:58:16.261    接收 0x00d35d00 0x0000073d 数据帧 标准帧 08 22 00 49 D2 00 00 49 D2
NORMAL: 2018.02.06 17:58:16.263    接收 0x00d35d02 0x0000073d 数据帧 标准帧 08 23 01 00 49 D2 02 00 49
NORMAL: 2018.02.06 17:58:16.265    接收 0x00d35d04 0x0000073d 数据帧 标准帧 08 24 D2 03 00 49 D2 04 00
NORMAL: 2018.02.06 17:58:16.267    接收 0x00d35d06 0x0000073d 数据帧 标准帧 08 25 49 D2 05 00 49 D2 06
NORMAL: 2018.02.06 17:58:16.269    接收 0x00d35d08 0x0000073d 数据帧 标准帧 08 26 00 49 D2 07 00 49 D2
NORMAL: 2018.02.06 17:58:16.270    接收 0x00d35d09 0x0000073d 数据帧 标准帧 08 27 08 00 49 D2 09 00 49
NORMAL: 2018.02.06 17:58:16.271    接收 0x00d35d0a 0x0000073d 数据帧 标准帧 08 28 D2 0A 00 49 D2 0B 00
NORMAL: 2018.02.06 17:58:16.272    接收 0x00d35d0b 0x0000073d 数据帧 标准帧 08 29 49 06 B0 13 49 1C 06
NORMAL: 2018.02.06 17:58:16.273    接收 0x00d35d0c 0x0000073d 数据帧 标准帧 08 2A 19 49 C0 73 88 49 0A
NORMAL: 2018.02.06 17:58:16.274    接收 0x00d35d0d 0x0000073d 数据帧 标准帧 08 2B 90 00 49 0C 01 00 49
NORMAL: 2018.02.06 17:58:16.275    接收 0x00d35d0e 0x0000073d 数据帧 标准帧 08 2C 0B E5 00 49 18 00 12
NORMAL: 2018.02.06 17:58:16.277    接收 0x00d35d10 0x0000073d 数据帧 标准帧 08 2D 49 0B E8 00 49 18 00
NORMAL: 2018.02.06 17:58:16.278    接收 0x00d35d11 0x0000073d 数据帧 标准帧 08 2E 11 49 0B E7 00 49 0B
NORMAL: 2018.02.06 17:58:16.279    接收 0x00d35d12 0x0000073d 数据帧 标准帧 08 2F FD 00 49 0B E9 00 49
NORMAL: 2018.02.06 17:58:16.280    接收 0x00d35d13 0x0000073d 数据帧 标准帧 08 20 18 01 12 49 0B EC 00
NORMAL: 2018.02.06 17:58:16.281    接收 0x00d35d14 0x0000073d 数据帧 标准帧 08 21 49 18 01 11 49 0B EB
NORMAL: 2018.02.06 17:58:16.282    接收 0x00d35d15 0x0000073d 数据帧 标准帧 08 22 00 49 0B ED 00 49 18
NORMAL: 2018.02.06 17:58:16.283    接收 0x00d35d16 0x0000073d 数据帧 标准帧 08 23 02 12 49 0B F0 00 49
NORMAL: 2018.02.06 17:58:16.284    接收 0x00d35d17 0x0000073d 数据帧 标准帧 08 24 18 02 11 49 0B EF 00
NORMAL: 2018.02.06 17:58:16.285    接收 0x00d35d18 0x0000073d 数据帧 标准帧 08 25 49 1C 08 19 49 13 00
NORMAL: 2018.02.06 17:58:16.286    接收 0x00d35d19 0x0000073d 数据帧 标准帧 08 26 00 49 13 03 00 49 13
NORMAL: 2018.02.06 17:58:16.288    接收 0x00d35d1b 0x0000073d 数据帧 标准帧 08 27 04 00 49 13 05 00 49
NORMAL: 2018.02.06 17:58:16.290    接收 0x00d35d1d 0x0000073d 数据帧 标准帧 08 28 13 06 00 49 13 07 00
NORMAL: 2018.02.06 17:58:16.292    接收 0x00d35d1f 0x0000073d 数据帧 标准帧 08 29 49 13 08 00 49 13 09
NORMAL: 2018.02.06 17:58:16.294    接收 0x00d35d21 0x0000073d 数据帧 标准帧 08 2A 00 49 13 0A 00 49 13
NORMAL: 2018.02.06 17:58:16.295    接收 0x00d35d22 0x0000073d 数据帧 标准帧 08 2B 0B 00 49 13 0C 00 49
NORMAL: 2018.02.06 17:58:16.296    接收 0x00d35d23 0x0000073d 数据帧 标准帧 08 2C 13 13 00 49 C2 93 00
NORMAL: 2018.02.06 17:58:16.297    接收 0x00d35d24 0x0000073d 数据帧 标准帧 08 2D 49 15 07 00 49 14 00
NORMAL: 2018.02.06 17:58:16.298    接收 0x00d35d25 0x0000073d 数据帧 标准帧 08 2E 00 49 0C 17 91 49 0C
NORMAL: 2018.02.06 17:58:16.299    接收 0x00d35d26 0x0000073d 数据帧 标准帧 08 2F 4E 99 49 17 00 00 49
NORMAL: 2018.02.06 17:58:16.300    接收 0x00d35d27 0x0000073d 数据帧 标准帧 08 20 17 01 00 49 C4 01 00
NORMAL: 2018.02.06 17:58:16.302    接收 0x00d35d29 0x0000073d 数据帧 标准帧 08 21 49 0C 53 00 49 0C 51
NORMAL: 2018.02.06 17:58:16.303    接收 0x00d35d2a 0x0000073d 数据帧 标准帧 08 22 1C 49 0C 52 00 49 0A
NORMAL: 2018.02.06 17:58:16.304    接收 0x00d35d2b 0x0000073d 数据帧 标准帧 08 23 44 00 49 17 09 00 49
NORMAL: 2018.02.06 17:58:16.305    接收 0x00d35d2c 0x0000073d 数据帧 标准帧 08 24 1C 0E 00 49 0A 8E 00
NORMAL: 2018.02.06 17:58:16.306    接收 0x00d35d2d 0x0000073d 数据帧 标准帧 08 25 49 0A EF 00 49 0A F0
NORMAL: 2018.02.06 17:58:16.307    接收 0x00d35d2e 0x0000073d 数据帧 标准帧 08 26 00 49 0A ED 00 49 0A
NORMAL: 2018.02.06 17:58:16.308    接收 0x00d35d2f 0x0000073d 数据帧 标准帧 08 27 F4 00 49 0A F5 00 49
NORMAL: 2018.02.06 17:58:16.309    接收 0x00d35d30 0x0000073d 数据帧 标准帧 08 28 0A F2 00 49 0B D3 00
NORMAL: 2018.02.06 17:58:16.310    接收 0x00d35d31 0x0000073d 数据帧 标准帧 08 29 49 0B D4 00 49 0A D1
NORMAL: 2018.02.06 17:58:16.311    接收 0x00d35d32 0x0000073d 数据帧 标准帧 08 2A 00 49 19 87 00 49 19
NORMAL: 2018.02.06 17:58:16.313    接收 0x00d35d34 0x0000073d 数据帧 标准帧 08 2B 89 00 49 0A 32 00 49
NORMAL: 2018.02.06 17:58:16.315    接收 0x00d35d36 0x0000073d 数据帧 标准帧 08 2C 0A 33 00 49 19 83 00
NORMAL: 2018.02.06 17:58:16.317    接收 0x00d35d38 0x0000073d 数据帧 标准帧 08 2D 49 19 85 00 49 05 63
NORMAL: 2018.02.06 17:58:16.319    接收 0x00d35d3a 0x0000073d 数据帧 标准帧 08 2E 00 49 05 62 00 49 0C
NORMAL: 2018.02.06 17:58:16.320    接收 0x00d35d3b 0x0000073d 数据帧 标准帧 08 2F 79 00 49 0C 79 17 49
NORMAL: 2018.02.06 17:58:16.321    接收 0x00d35d3c 0x0000073d 数据帧 标准帧 08 20 06 43 00 49 06 51 00
NORMAL: 2018.02.06 17:58:16.322    接收 0x00d35d3d 0x0000073d 数据帧 标准帧 08 21 49 06 52 00 49 1C 15
NORMAL: 2018.02.06 17:58:16.323    接收 0x00d35d3e 0x0000073d 数据帧 标准帧 08 22 00 49 06 99 00 49 06
NORMAL: 2018.02.06 17:58:16.324    接收 0x00d35d3f 0x0000073d 数据帧 标准帧 08 23 98 00 49 0A 1B 47 49
NORMAL: 2018.02.06 17:58:16.324    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:58:18.215    读取故障码成功！
NORMAL: 2018.02.06 17:58:18.617    发送 0000000000 0x00000735 数据帧 标准帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.02.06 17:58:18.619    接收 0x00d36635 0x0000073d 数据帧 标准帧 08 02 7E 00 AA AA AA AA AA
NORMAL: 2018.02.06 17:58:18.620    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.02.06 17:58:20.622    发送 0000000000 0x00000735 数据帧 标准帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.02.06 17:58:20.622    接收 0x00d36e0a 0x0000073d 数据帧 标准帧 08 02 7E 00 AA AA AA AA AA
NORMAL: 2018.02.06 17:58:20.625    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.02.06 17:58:22.738    CAN设备已经打开，进行关闭！
