NORMAL: 2018.02.06 17:03:53.390    软件启动！
NORMAL: 2018.02.06 17:03:56.545    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.547    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:03:56.547    接收 0x00a19eb8 0x0000073d 数据帧 标准帧 08 21 00 00 00 00 00 AA AA
NORMAL: 2018.02.06 17:03:56.550    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.552    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 87 00 00 00 00
NORMAL: 2018.02.06 17:03:56.554    接收 0x00a19ebe 0x0000073d 数据帧 标准帧 08 10 0B 62 F1 87 30 30 30
NORMAL: 2018.02.06 17:03:56.555    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.557    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:03:56.557    接收 0x00a19ec2 0x0000073d 数据帧 标准帧 08 21 30 30 30 30 30 AA AA
NORMAL: 2018.02.06 17:03:56.560    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.562    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 89 00 00 00 00
NORMAL: 2018.02.06 17:03:56.564    接收 0x00a19ec8 0x0000073d 数据帧 标准帧 08 10 13 62 F1 89 30 30 30
NORMAL: 2018.02.06 17:03:56.565    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.567    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:03:56.567    接收 0x00a19ecc 0x0000073d 数据帧 标准帧 08 21 30 30 30 30 30 30 30
NORMAL: 2018.02.06 17:03:56.569    接收 0x00a19ecd 0x0000073d 数据帧 标准帧 08 22 30 30 30 30 30 30 AA
NORMAL: 2018.02.06 17:03:56.570    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.572    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 8A 00 00 00 00
NORMAL: 2018.02.06 17:03:56.575    接收 0x00a19ed2 0x0000073d 数据帧 标准帧 08 10 0D 62 F1 8A 30 30 30
NORMAL: 2018.02.06 17:03:56.575    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.577    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:03:56.577    接收 0x00a19ed6 0x0000073d 数据帧 标准帧 08 21 30 30 30 30 30 30 30
NORMAL: 2018.02.06 17:03:56.580    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.582    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 8B 00 00 00 00
NORMAL: 2018.02.06 17:03:56.582    接收 0x00a19eda 0x0000073d 数据帧 标准帧 08 07 62 F1 8B 20 17 12 10
NORMAL: 2018.02.06 17:03:56.585    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.587    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 8C 00 00 00 00
NORMAL: 2018.02.06 17:03:56.587    接收 0x00a19ee0 0x0000073d 数据帧 标准帧 08 10 13 62 F1 8C 31 32 33
NORMAL: 2018.02.06 17:03:56.590    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.592    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:03:56.592    接收 0x00a19ee5 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 17:03:56.595    接收 0x00a19ee7 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 17:03:56.595    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.597    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 90 00 00 00 00
NORMAL: 2018.02.06 17:03:56.599    接收 0x00a19eeb 0x0000073d 数据帧 标准帧 08 10 14 62 F1 90 00 00 00
NORMAL: 2018.02.06 17:03:56.600    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.602    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:03:56.602    接收 0x00a19eef 0x0000073d 数据帧 标准帧 08 21 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:03:56.605    接收 0x00a19ef1 0x0000073d 数据帧 标准帧 08 22 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:03:56.605    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.607    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 93 00 00 00 00
NORMAL: 2018.02.06 17:03:56.607    接收 0x00a19ef4 0x0000073d 数据帧 标准帧 08 10 13 62 F1 93 31 32 33
NORMAL: 2018.02.06 17:03:56.610    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.612    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:03:56.614    接收 0x00a19ef9 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 17:03:56.616    接收 0x00a19efb 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 17:03:56.616    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.618    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 94 00 00 00 00
NORMAL: 2018.02.06 17:03:56.622    接收 0x00a19f02 0x0000073d 数据帧 标准帧 08 10 13 62 F1 94 31 32 33
NORMAL: 2018.02.06 17:03:56.622    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.624    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:03:56.626    接收 0x00a19f06 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 17:03:56.627    接收 0x00a19f07 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 17:03:56.627    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.629    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 95 00 00 00 00
NORMAL: 2018.02.06 17:03:56.629    接收 0x00a19f0a 0x0000073d 数据帧 标准帧 08 10 13 62 F1 95 31 32 33
NORMAL: 2018.02.06 17:03:56.632    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.635    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:03:56.635    接收 0x00a19f0f 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 17:03:56.637    接收 0x00a19f11 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 17:03:56.637    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.639    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 9D 00 00 00 00
NORMAL: 2018.02.06 17:03:56.639    接收 0x00a19f14 0x0000073d 数据帧 标准帧 08 07 62 F1 9D 00 00 00 00
NORMAL: 2018.02.06 17:03:56.642    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.644    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 10 00 00 00 00
NORMAL: 2018.02.06 17:03:56.646    接收 0x00a19f19 0x0000073d 数据帧 标准帧 08 10 0B 62 F1 10 00 00 00
NORMAL: 2018.02.06 17:03:56.647    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.649    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:03:56.649    接收 0x00a19f1e 0x0000073d 数据帧 标准帧 08 21 00 00 00 00 00 AA AA
NORMAL: 2018.02.06 17:03:56.652    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.654    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 01 00 00 00 00
NORMAL: 2018.02.06 17:03:56.656    接收 0x00a19f24 0x0000073d 数据帧 标准帧 08 04 62 F1 01 00 AA AA AA
NORMAL: 2018.02.06 17:03:56.657    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.659    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 92 00 00 00 00
NORMAL: 2018.02.06 17:03:56.659    接收 0x00a19f28 0x0000073d 数据帧 标准帧 08 10 13 62 F1 92 31 32 33
NORMAL: 2018.02.06 17:03:56.662    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.664    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:03:56.664    接收 0x00a19f2d 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 17:03:56.666    接收 0x00a19f2e 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 17:03:56.667    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.669    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 98 00 00 00 00
NORMAL: 2018.02.06 17:03:56.669    接收 0x00a19f32 0x0000073d 数据帧 标准帧 08 10 13 62 F1 98 00 00 00
NORMAL: 2018.02.06 17:03:56.672    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.675    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:03:56.675    接收 0x00a19f37 0x0000073d 数据帧 标准帧 08 21 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:03:56.677    接收 0x00a19f39 0x0000073d 数据帧 标准帧 08 22 00 00 00 00 00 00 AA
NORMAL: 2018.02.06 17:03:56.677    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.679    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 99 00 00 00 00
NORMAL: 2018.02.06 17:03:56.679    接收 0x00a19f3c 0x0000073d 数据帧 标准帧 08 07 62 F1 99 00 00 00 00
NORMAL: 2018.02.06 17:03:56.682    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.684    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 80 00 00 00 00
NORMAL: 2018.02.06 17:03:56.686    接收 0x00a19f41 0x0000073d 数据帧 标准帧 08 10 13 62 F1 80 31 32 33
NORMAL: 2018.02.06 17:03:56.687    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.689    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:03:56.689    接收 0x00a19f46 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 17:03:56.691    接收 0x00a19f47 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 17:03:56.692    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:56.692    读取ECU信息成功！
NORMAL: 2018.02.06 17:03:58.394    发送 0000000000 0x00000735 数据帧 标准帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.02.06 17:03:58.394    接收 0x00a1a5ef 0x0000073d 数据帧 标准帧 08 02 7E 00 AA AA AA AA AA
NORMAL: 2018.02.06 17:03:58.397    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.02.06 17:03:58.847    开始读取故障码！
NORMAL: 2018.02.06 17:03:58.899    发送 0000000000 0x00000735 数据帧 标准帧 08 03 19 02 FF 00 00 00 00
NORMAL: 2018.02.06 17:03:58.901    接收 0x00a1a7e8 0x0000073d 数据帧 标准帧 08 12 4B 59 02 49 1C 03 00
NORMAL: 2018.02.06 17:03:58.907    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:03:58.909    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 17:03:58.909    接收 0x00a1a7f2 0x0000073d 数据帧 标准帧 08 21 49 06 06 00 49 15 03
NORMAL: 2018.02.06 17:03:58.911    接收 0x00a1a7f3 0x0000073d 数据帧 标准帧 08 22 00 49 0A 1B 01 49 11
NORMAL: 2018.02.06 17:03:58.912    接收 0x00a1a7f4 0x0000073d 数据帧 标准帧 08 23 00 00 49 11 01 00 49
NORMAL: 2018.02.06 17:03:58.913    接收 0x00a1a7f5 0x0000073d 数据帧 标准帧 08 24 11 02 00 49 11 03 00
NORMAL: 2018.02.06 17:03:58.915    接收 0x00a1a7f7 0x0000073d 数据帧 标准帧 08 25 49 11 04 00 49 11 05
NORMAL: 2018.02.06 17:03:58.917    接收 0x00a1a7f9 0x0000073d 数据帧 标准帧 08 26 00 49 11 07 00 49 11
NORMAL: 2018.02.06 17:03:58.919    接收 0x00a1a7fb 0x0000073d 数据帧 标准帧 08 27 08 00 49 11 09 00 49
NORMAL: 2018.02.06 17:03:58.921    接收 0x00a1a7fd 0x0000073d 数据帧 标准帧 08 28 11 0B 00 49 11 0C 00
NORMAL: 2018.02.06 17:03:58.923    接收 0x00a1a7ff 0x0000073d 数据帧 标准帧 08 29 49 11 0D 00 49 11 0E
NORMAL: 2018.02.06 17:03:58.925    接收 0x00a1a801 0x0000073d 数据帧 标准帧 08 2A 00 49 11 0F 00 49 11
NORMAL: 2018.02.06 17:03:58.927    接收 0x00a1a803 0x0000073d 数据帧 标准帧 08 2B 10 00 49 11 11 00 49
NORMAL: 2018.02.06 17:03:58.928    接收 0x00a1a805 0x0000073d 数据帧 标准帧 08 2C 11 12 00 49 11 13 00
NORMAL: 2018.02.06 17:03:58.931    接收 0x00a1a807 0x0000073d 数据帧 标准帧 08 2D 49 11 15 00 49 11 16
NORMAL: 2018.02.06 17:03:58.932    接收 0x00a1a808 0x0000073d 数据帧 标准帧 08 2E 00 49 11 17 00 49 11
NORMAL: 2018.02.06 17:03:58.934    接收 0x00a1a80a 0x0000073d 数据帧 标准帧 08 2F 18 00 49 11 19 00 49
NORMAL: 2018.02.06 17:03:58.935    接收 0x00a1a80b 0x0000073d 数据帧 标准帧 08 20 11 1B 00 49 11 1C 00
NORMAL: 2018.02.06 17:03:58.938    接收 0x00a1a80c 0x0000073d 数据帧 标准帧 08 21 49 11 1D 00 49 11 1E
NORMAL: 2018.02.06 17:03:58.939    接收 0x00a1a80d 0x0000073d 数据帧 标准帧 08 22 00 49 11 20 00 49 11
NORMAL: 2018.02.06 17:03:58.939    接收 0x00a1a80e 0x0000073d 数据帧 标准帧 08 23 21 00 49 11 22 00 49
NORMAL: 2018.02.06 17:03:58.940    接收 0x00a1a80f 0x0000073d 数据帧 标准帧 08 24 11 23 00 49 11 24 00
NORMAL: 2018.02.06 17:03:58.941    接收 0x00a1a810 0x0000073d 数据帧 标准帧 08 25 49 11 25 00 49 11 27
NORMAL: 2018.02.06 17:03:58.943    接收 0x00a1a811 0x0000073d 数据帧 标准帧 08 26 00 49 11 28 00 49 11
NORMAL: 2018.02.06 17:03:58.944    接收 0x00a1a812 0x0000073d 数据帧 标准帧 08 27 29 00 49 11 2A 00 49
NORMAL: 2018.02.06 17:03:58.944    接收 0x00a1a813 0x0000073d 数据帧 标准帧 08 28 11 2B 00 49 11 2C 00
NORMAL: 2018.02.06 17:03:58.946    接收 0x00a1a815 0x0000073d 数据帧 标准帧 08 29 49 11 2D 00 49 11 2E
NORMAL: 2018.02.06 17:03:58.948    接收 0x00a1a817 0x0000073d 数据帧 标准帧 08 2A 00 49 11 2F 00 49 11
NORMAL: 2018.02.06 17:03:58.950    接收 0x00a1a819 0x0000073d 数据帧 标准帧 08 2B 30 00 49 11 31 00 49
NORMAL: 2018.02.06 17:03:58.951    接收 0x00a1a81b 0x0000073d 数据帧 标准帧 08 2C 11 32 00 49 11 33 00
NORMAL: 2018.02.06 17:03:58.952    接收 0x00a1a81c 0x0000073d 数据帧 标准帧 08 2D 49 11 34 00 49 11 36
NORMAL: 2018.02.06 17:03:58.953    接收 0x00a1a81d 0x0000073d 数据帧 标准帧 08 2E 00 49 11 37 00 49 06
NORMAL: 2018.02.06 17:03:58.954    接收 0x00a1a81e 0x0000073d 数据帧 标准帧 08 2F 2F 42 49 06 2F 43 49
NORMAL: 2018.02.06 17:03:58.955    接收 0x00a1a81f 0x0000073d 数据帧 标准帧 08 20 06 2F 45 49 15 04 00
NORMAL: 2018.02.06 17:03:58.956    接收 0x00a1a820 0x0000073d 数据帧 标准帧 08 21 49 D2 0C 00 49 D2 0D
NORMAL: 2018.02.06 17:03:58.959    接收 0x00a1a821 0x0000073d 数据帧 标准帧 08 22 00 49 D2 00 00 49 D2
NORMAL: 2018.02.06 17:03:58.960    接收 0x00a1a823 0x0000073d 数据帧 标准帧 08 23 01 00 49 D2 02 00 49
NORMAL: 2018.02.06 17:03:58.961    接收 0x00a1a824 0x0000073d 数据帧 标准帧 08 24 D2 03 00 49 D2 04 00
NORMAL: 2018.02.06 17:03:58.962    接收 0x00a1a825 0x0000073d 数据帧 标准帧 08 25 49 D2 05 00 49 D2 06
NORMAL: 2018.02.06 17:03:58.964    接收 0x00a1a826 0x0000073d 数据帧 标准帧 08 26 00 49 D2 07 00 49 D2
NORMAL: 2018.02.06 17:03:58.964    接收 0x00a1a827 0x0000073d 数据帧 标准帧 08 27 08 00 49 D2 09 00 49
NORMAL: 2018.02.06 17:03:58.965    接收 0x00a1a828 0x0000073d 数据帧 标准帧 08 28 D2 0A 00 49 D2 0B 00
NORMAL: 2018.02.06 17:03:58.966    接收 0x00a1a829 0x0000073d 数据帧 标准帧 08 29 49 06 B0 13 49 1C 06
NORMAL: 2018.02.06 17:03:58.967    接收 0x00a1a82a 0x0000073d 数据帧 标准帧 08 2A 19 49 C0 73 88 49 0A
NORMAL: 2018.02.06 17:03:58.968    接收 0x00a1a82b 0x0000073d 数据帧 标准帧 08 2B 90 00 49 0C 01 00 49
NORMAL: 2018.02.06 17:03:58.969    接收 0x00a1a82c 0x0000073d 数据帧 标准帧 08 2C 0B E5 00 49 18 00 12
NORMAL: 2018.02.06 17:03:58.971    接收 0x00a1a82e 0x0000073d 数据帧 标准帧 08 2D 49 0B E8 00 49 18 00
NORMAL: 2018.02.06 17:03:58.973    接收 0x00a1a830 0x0000073d 数据帧 标准帧 08 2E 11 49 0B E7 00 49 0B
NORMAL: 2018.02.06 17:03:58.975    接收 0x00a1a832 0x0000073d 数据帧 标准帧 08 2F FD 00 49 0B E9 00 49
NORMAL: 2018.02.06 17:03:58.976    接收 0x00a1a834 0x0000073d 数据帧 标准帧 08 20 18 01 12 49 0B EC 00
NORMAL: 2018.02.06 17:03:58.977    接收 0x00a1a835 0x0000073d 数据帧 标准帧 08 21 49 18 01 11 49 0B EB
NORMAL: 2018.02.06 17:03:58.978    接收 0x00a1a836 0x0000073d 数据帧 标准帧 08 22 00 49 0B ED 00 49 18
NORMAL: 2018.02.06 17:03:58.979    接收 0x00a1a837 0x0000073d 数据帧 标准帧 08 23 02 12 49 0B F0 00 49
NORMAL: 2018.02.06 17:03:58.980    接收 0x00a1a838 0x0000073d 数据帧 标准帧 08 24 18 02 11 49 0B EF 00
NORMAL: 2018.02.06 17:03:58.981    接收 0x00a1a839 0x0000073d 数据帧 标准帧 08 25 49 1C 08 19 49 13 00
NORMAL: 2018.02.06 17:03:58.982    接收 0x00a1a83a 0x0000073d 数据帧 标准帧 08 26 00 49 13 03 00 49 13
NORMAL: 2018.02.06 17:03:58.984    接收 0x00a1a83c 0x0000073d 数据帧 标准帧 08 27 04 00 49 13 05 00 49
NORMAL: 2018.02.06 17:03:58.985    接收 0x00a1a83d 0x0000073d 数据帧 标准帧 08 28 13 06 00 49 13 07 00
NORMAL: 2018.02.06 17:03:58.986    接收 0x00a1a83e 0x0000073d 数据帧 标准帧 08 29 49 13 08 00 49 13 09
NORMAL: 2018.02.06 17:03:58.987    接收 0x00a1a83f 0x0000073d 数据帧 标准帧 08 2A 00 49 13 0A 00 49 13
NORMAL: 2018.02.06 17:03:58.988    接收 0x00a1a840 0x0000073d 数据帧 标准帧 08 2B 0B 00 49 13 0C 00 49
NORMAL: 2018.02.06 17:03:58.989    接收 0x00a1a841 0x0000073d 数据帧 标准帧 08 2C 13 13 00 49 C2 93 00
NORMAL: 2018.02.06 17:03:58.990    接收 0x00a1a842 0x0000073d 数据帧 标准帧 08 2D 49 15 07 00 49 14 00
NORMAL: 2018.02.06 17:03:58.991    接收 0x00a1a843 0x0000073d 数据帧 标准帧 08 2E 00 49 0C 17 91 49 0C
NORMAL: 2018.02.06 17:03:58.992    接收 0x00a1a844 0x0000073d 数据帧 标准帧 08 2F 4E 99 49 17 00 00 49
NORMAL: 2018.02.06 17:03:58.993    接收 0x00a1a845 0x0000073d 数据帧 标准帧 08 20 17 01 00 49 C4 01 00
NORMAL: 2018.02.06 17:03:58.996    接收 0x00a1a847 0x0000073d 数据帧 标准帧 08 21 49 0C 53 00 49 0C 51
NORMAL: 2018.02.06 17:03:58.998    接收 0x00a1a849 0x0000073d 数据帧 标准帧 08 22 1C 49 0C 52 00 49 0A
NORMAL: 2018.02.06 17:03:58.999    接收 0x00a1a84b 0x0000073d 数据帧 标准帧 08 23 44 00 49 17 09 00 49
NORMAL: 2018.02.06 17:03:59.001    接收 0x00a1a84d 0x0000073d 数据帧 标准帧 08 24 1C 0E 00 49 0A 8E 00
NORMAL: 2018.02.06 17:03:59.002    接收 0x00a1a84e 0x0000073d 数据帧 标准帧 08 25 49 0A EF 00 49 0A F0
NORMAL: 2018.02.06 17:03:59.003    接收 0x00a1a84f 0x0000073d 数据帧 标准帧 08 26 00 49 0A ED 00 49 0A
NORMAL: 2018.02.06 17:03:59.004    接收 0x00a1a850 0x0000073d 数据帧 标准帧 08 27 F4 00 49 0A F5 00 49
NORMAL: 2018.02.06 17:03:59.005    接收 0x00a1a851 0x0000073d 数据帧 标准帧 08 28 0A F2 00 49 0B D3 00
NORMAL: 2018.02.06 17:03:59.006    接收 0x00a1a852 0x0000073d 数据帧 标准帧 08 29 49 0B D4 00 49 0A D1
NORMAL: 2018.02.06 17:03:59.007    接收 0x00a1a853 0x0000073d 数据帧 标准帧 08 2A 00 49 19 87 00 49 19
NORMAL: 2018.02.06 17:03:59.009    接收 0x00a1a855 0x0000073d 数据帧 标准帧 08 2B 89 00 49 0A 32 00 49
NORMAL: 2018.02.06 17:03:59.010    接收 0x00a1a856 0x0000073d 数据帧 标准帧 08 2C 0A 33 00 49 19 83 00
NORMAL: 2018.02.06 17:03:59.011    接收 0x00a1a857 0x0000073d 数据帧 标准帧 08 2D 49 19 85 00 49 05 63
NORMAL: 2018.02.06 17:03:59.012    接收 0x00a1a858 0x0000073d 数据帧 标准帧 08 2E 00 49 05 62 00 49 0C
NORMAL: 2018.02.06 17:03:59.013    接收 0x00a1a859 0x0000073d 数据帧 标准帧 08 2F 79 00 49 0C 79 17 49
NORMAL: 2018.02.06 17:03:59.013    接收 0x00a1a85a 0x0000073d 数据帧 标准帧 08 20 06 43 00 49 06 51 00
NORMAL: 2018.02.06 17:03:59.015    接收 0x00a1a85b 0x0000073d 数据帧 标准帧 08 21 49 06 52 00 49 1C 15
NORMAL: 2018.02.06 17:03:59.016    接收 0x00a1a85c 0x0000073d 数据帧 标准帧 08 22 00 49 06 99 00 49 06
NORMAL: 2018.02.06 17:03:59.018    接收 0x00a1a85d 0x0000073d 数据帧 标准帧 08 23 98 00 49 0A 1B 47 49
NORMAL: 2018.02.06 17:03:59.018    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 17:04:01.310    读取故障码成功！
NORMAL: 2018.02.06 17:04:02.812    发送 0000000000 0x00000735 数据帧 标准帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.02.06 17:04:02.812    接收 0x00a1b731 0x0000073d 数据帧 标准帧 08 02 7E 00 AA AA AA AA AA
NORMAL: 2018.02.06 17:04:02.814    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.02.06 17:04:04.815    发送 0000000000 0x00000735 数据帧 标准帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.02.06 17:04:04.817    接收 0x00a1bf06 0x0000073d 数据帧 标准帧 08 02 7E 00 AA AA AA AA AA
NORMAL: 2018.02.06 17:04:04.819    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.02.06 17:04:06.108    CAN设备已经打开，进行关闭！
