NORMAL: 2018.03.01 16:08:41.132    软件启动！
NORMAL: 2018.03.01 16:08:45.179    选中车型对应配置文件：C:/Users/chengshulei.GLBPOWER/Documents/Visual Studio 2013/Projects/DiagnosePage_20180118/Win32/Release/configure/新时空/Diag_Set.txt
NORMAL: 2018.03.01 16:08:45.361    开始读取ECU信息！
NORMAL: 2018.03.01 16:08:45.381    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 03 22 01 08 00 00 00 00
NORMAL: 2018.03.01 16:08:45.383    接收 0x00aa82aa 0x1ce7f9ef 数据帧 扩展帧 08 10 12 62 01 08 30 32 30
NORMAL: 2018.03.01 16:08:45.384    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:45.386    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.03.01 16:08:45.388    接收 0x00aa82ae 0x1ce7f9ef 数据帧 扩展帧 08 21 31 30 34 31 30 32 48
NORMAL: 2018.03.01 16:08:45.389    接收 0x00aa82af 0x1ce7f9ef 数据帧 扩展帧 08 22 30 34 53 30 36 05 1F
NORMAL: 2018.03.01 16:08:45.389    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:45.391    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 03 22 01 09 00 00 00 00
NORMAL: 2018.03.01 16:08:45.393    接收 0x00aa82b3 0x1ce7f9ef 数据帧 扩展帧 08 10 13 62 01 09 32 30 31
NORMAL: 2018.03.01 16:08:45.394    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:45.396    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.03.01 16:08:45.398    接收 0x00aa82b9 0x1ce7f9ef 数据帧 扩展帧 08 21 35 30 37 30 31 32 30
NORMAL: 2018.03.01 16:08:45.399    接收 0x00aa82ba 0x1ce7f9ef 数据帧 扩展帧 08 22 31 35 30 37 30 31 00
NORMAL: 2018.03.01 16:08:45.399    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:45.401    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 03 22 01 11 00 00 00 00
NORMAL: 2018.03.01 16:08:45.403    接收 0x00aa82be 0x1ce7f9ef 数据帧 扩展帧 08 10 14 62 01 11 48 5A 42
NORMAL: 2018.03.01 16:08:45.404    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:45.406    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.03.01 16:08:45.408    接收 0x00aa82c3 0x1ce7f9ef 数据帧 扩展帧 08 21 54 30 30 30 30 30 30
NORMAL: 2018.03.01 16:08:45.409    接收 0x00aa82c4 0x1ce7f9ef 数据帧 扩展帧 08 22 30 30 30 30 30 30 30
NORMAL: 2018.03.01 16:08:45.409    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:45.409    读取ECU信息成功！
NORMAL: 2018.03.01 16:08:47.211    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.03.01 16:08:47.213    接收 0x00aa89d0 0x1ce7f9ef 数据帧 扩展帧 08 02 7E 00 FF 5B 00 00 00
NORMAL: 2018.03.01 16:08:47.214    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.03.01 16:08:49.066    开始读取实时数据！
NORMAL: 2018.03.01 16:08:49.116    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 03 22 01 04 00 00 00 00
NORMAL: 2018.03.01 16:08:49.126    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 03 22 01 04 00 00 00 00
NORMAL: 2018.03.01 16:08:49.126    接收 0x00aa9143 0x1ce7f9ef 数据帧 扩展帧 08 10 0B 62 01 04 F3 4E 8E
NORMAL: 2018.03.01 16:08:49.129    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:49.131    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.03.01 16:08:49.133    接收 0x00aa9150 0x1ce7f9ef 数据帧 扩展帧 08 21 B8 0B B8 00 01 00 00
NORMAL: 2018.03.01 16:08:49.134    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:49.136    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 03 22 01 05 00 00 00 00
NORMAL: 2018.03.01 16:08:49.138    接收 0x00aa9155 0x1ce7f9ef 数据帧 扩展帧 08 05 62 01 05 22 00 40 00
NORMAL: 2018.03.01 16:08:49.139    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:49.141    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 03 22 01 06 00 00 00 00
NORMAL: 2018.03.01 16:08:49.143    接收 0x00aa915a 0x1ce7f9ef 数据帧 扩展帧 08 05 62 01 06 18 00 FF FF
NORMAL: 2018.03.01 16:08:49.144    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:49.146    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 03 22 01 07 00 00 00 00
NORMAL: 2018.03.01 16:08:49.148    接收 0x00aa915e 0x1ce7f9ef 数据帧 扩展帧 08 07 62 01 07 28 DC D1 20
NORMAL: 2018.03.01 16:08:49.149    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:49.151    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 03 22 01 10 00 00 00 00
NORMAL: 2018.03.01 16:08:49.153    接收 0x00aa9164 0x1ce7f9ef 数据帧 扩展帧 08 10 0B 62 01 10 00 01 00
NORMAL: 2018.03.01 16:08:49.154    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:49.156    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.03.01 16:08:49.158    接收 0x00aa9169 0x1ce7f9ef 数据帧 扩展帧 08 21 01 00 01 FF FF 05 1F
NORMAL: 2018.03.01 16:08:49.159    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:49.161    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 03 22 01 12 00 00 00 00
NORMAL: 2018.03.01 16:08:49.163    接收 0x00aa916e 0x1ce7f9ef 数据帧 扩展帧 08 10 08 62 01 12 3F FF F0
NORMAL: 2018.03.01 16:08:49.164    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:49.166    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.03.01 16:08:49.168    接收 0x00aa9173 0x1ce7f9ef 数据帧 扩展帧 08 21 00 00 FF 5B 00 00 00
NORMAL: 2018.03.01 16:08:49.169    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:49.169    读取实时数据成功！
NORMAL: 2018.03.01 16:08:49.271    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.03.01 16:08:49.273    接收 0x00aa91dd 0x1ce7f9ef 数据帧 扩展帧 08 02 7E 00 3E A0 00 96 FF
NORMAL: 2018.03.01 16:08:49.536    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.03.01 16:08:51.276    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.03.01 16:08:51.278    接收 0x00aa99b1 0x1ce7f9ef 数据帧 扩展帧 08 02 7E 00 FF 08 73 05 1F
NORMAL: 2018.03.01 16:08:51.279    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.03.01 16:08:51.388    开始读取故障码！
NORMAL: 2018.03.01 16:08:51.481    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 03 19 02 FF 00 00 00 00
NORMAL: 2018.03.01 16:08:51.483    接收 0x00aa9a7e 0x1ce7f9ef 数据帧 扩展帧 08 10 33 59 02 49 C0 74 84
NORMAL: 2018.03.01 16:08:51.489    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:51.491    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.03.01 16:08:51.493    接收 0x00aa9a88 0x1ce7f9ef 数据帧 扩展帧 08 21 49 C0 75 87 48 A0 01
NORMAL: 2018.03.01 16:08:51.494    接收 0x00aa9a88 0x1ce7f9ef 数据帧 扩展帧 08 22 17 49 A0 02 21 49 A0
NORMAL: 2018.03.01 16:08:51.495    接收 0x00aa9a8a 0x1ce7f9ef 数据帧 扩展帧 08 23 03 12 49 A0 05 17 49
NORMAL: 2018.03.01 16:08:51.496    接收 0x00aa9a8b 0x1ce7f9ef 数据帧 扩展帧 08 24 A0 09 12 49 A0 10 12
NORMAL: 2018.03.01 16:08:51.497    接收 0x00aa9a8d 0x1ce7f9ef 数据帧 扩展帧 08 25 48 A0 11 00 49 A0 12
NORMAL: 2018.03.01 16:08:51.499    接收 0x00aa9a8e 0x1ce7f9ef 数据帧 扩展帧 08 26 12 49 A0 16 17 49 A0
NORMAL: 2018.03.01 16:08:51.500    接收 0x00aa9a90 0x1ce7f9ef 数据帧 扩展帧 08 27 35 17 49 E8 00 86 3F
NORMAL: 2018.03.01 16:08:51.500    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:51.572    读取故障码成功！
NORMAL: 2018.03.01 16:08:53.374    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.03.01 16:08:53.376    接收 0x00aaa1e4 0x1ce7f9ef 数据帧 扩展帧 08 02 7E 00 FF FF FF 5B 00
NORMAL: 2018.03.01 16:08:53.377    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.03.01 16:08:55.379    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.03.01 16:08:55.381    接收 0x00aaa9b9 0x1ce7f9ef 数据帧 扩展帧 08 02 7E 00 00 28 00 0F 3E
NORMAL: 2018.03.01 16:08:55.382    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.03.01 16:08:57.385    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.03.01 16:08:57.390    接收 0x00aab191 0x1ce7f9ef 数据帧 扩展帧 08 02 7E 00 FF 08 73 05 1F
NORMAL: 2018.03.01 16:08:57.390    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.03.01 16:08:58.090    开始读取实时数据！
NORMAL: 2018.03.01 16:08:58.192    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 03 22 01 04 00 00 00 00
NORMAL: 2018.03.01 16:08:58.194    接收 0x00aab4b6 0x1ce7f9ef 数据帧 扩展帧 08 10 0B 62 01 04 F3 58 8E
NORMAL: 2018.03.01 16:08:58.195    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:58.197    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.03.01 16:08:58.199    接收 0x00aab4bb 0x1ce7f9ef 数据帧 扩展帧 08 21 B8 0B B8 00 01 05 1F
NORMAL: 2018.03.01 16:08:58.200    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:58.201    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 03 22 01 05 00 00 00 00
NORMAL: 2018.03.01 16:08:58.203    接收 0x00aab4bf 0x1ce7f9ef 数据帧 扩展帧 08 05 62 01 05 22 00 0F 3E
NORMAL: 2018.03.01 16:08:58.205    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:58.207    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 03 22 01 06 00 00 00 00
NORMAL: 2018.03.01 16:08:58.209    接收 0x00aab4c4 0x1ce7f9ef 数据帧 扩展帧 08 05 62 01 06 18 00 44 00
NORMAL: 2018.03.01 16:08:58.210    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:58.212    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 03 22 01 07 00 00 00 00
NORMAL: 2018.03.01 16:08:58.214    接收 0x00aab4ca 0x1ce7f9ef 数据帧 扩展帧 08 07 62 01 07 28 DC D1 20
NORMAL: 2018.03.01 16:08:58.215    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:58.217    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 03 22 01 10 00 00 00 00
NORMAL: 2018.03.01 16:08:58.222    接收 0x00aab4d1 0x1ce7f9ef 数据帧 扩展帧 08 10 0B 62 01 10 00 01 00
NORMAL: 2018.03.01 16:08:58.222    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:58.224    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.03.01 16:08:58.226    接收 0x00aab4d6 0x1ce7f9ef 数据帧 扩展帧 08 21 01 00 01 FF FF 96 14
NORMAL: 2018.03.01 16:08:58.227    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:58.229    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 03 22 01 12 00 00 00 00
NORMAL: 2018.03.01 16:08:58.231    接收 0x00aab4db 0x1ce7f9ef 数据帧 扩展帧 08 10 08 62 01 12 3F FF F0
NORMAL: 2018.03.01 16:08:58.232    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:58.234    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.03.01 16:08:58.236    接收 0x00aab4df 0x1ce7f9ef 数据帧 扩展帧 08 21 00 00 24 00 00 00 00
NORMAL: 2018.03.01 16:08:58.237    返回数据接收完毕，本条指令完成！
NORMAL: 2018.03.01 16:08:58.237    读取实时数据成功！
NORMAL: 2018.03.01 16:08:59.439    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.03.01 16:08:59.441    接收 0x00aab994 0x1ce7f9ef 数据帧 扩展帧 08 02 7E 00 00 00 00 28 00
NORMAL: 2018.03.01 16:08:59.442    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.03.01 16:09:01.445    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.03.01 16:09:01.445    接收 0x00aac16a 0x1ce7f9ef 数据帧 扩展帧 08 02 7E 00 00 86 3F FF 14
NORMAL: 2018.03.01 16:09:01.447    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.03.01 16:09:03.448    发送 0000000000 0x1ce6eff9 数据帧 扩展帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.03.01 16:09:03.450    接收 0x00aac93e 0x1ce7f9ef 数据帧 扩展帧 08 02 7E 00 FF FF FF 5B 00
NORMAL: 2018.03.01 16:09:03.452    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.03.01 16:09:05.970    CAN设备已经打开，进行关闭！
