NORMAL: 2018.02.06 18:06:58.702    软件启动！
NORMAL: 2018.02.06 18:07:01.458    接收 0x00db60b6 0x0000073d 数据帧 标准帧 08 21 00 00 00 00 00 AA AA
NORMAL: 2018.02.06 18:07:01.459    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.461    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 87 00 00 00 00
NORMAL: 2018.02.06 18:07:01.463    接收 0x00db60bb 0x0000073d 数据帧 标准帧 08 10 0B 62 F1 87 30 30 30
NORMAL: 2018.02.06 18:07:01.464    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.466    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:07:01.468    接收 0x00db60c0 0x0000073d 数据帧 标准帧 08 21 30 30 30 30 30 AA AA
NORMAL: 2018.02.06 18:07:01.469    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.471    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 89 00 00 00 00
NORMAL: 2018.02.06 18:07:01.473    接收 0x00db60c5 0x0000073d 数据帧 标准帧 08 10 13 62 F1 89 30 30 30
NORMAL: 2018.02.06 18:07:01.474    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.476    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:07:01.478    接收 0x00db60ca 0x0000073d 数据帧 标准帧 08 21 30 30 30 30 30 30 30
NORMAL: 2018.02.06 18:07:01.479    接收 0x00db60cb 0x0000073d 数据帧 标准帧 08 22 30 30 30 30 30 30 AA
NORMAL: 2018.02.06 18:07:01.479    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.481    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 8A 00 00 00 00
NORMAL: 2018.02.06 18:07:01.483    接收 0x00db60cf 0x0000073d 数据帧 标准帧 08 10 0D 62 F1 8A 30 30 30
NORMAL: 2018.02.06 18:07:01.484    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.486    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:07:01.488    接收 0x00db60d4 0x0000073d 数据帧 标准帧 08 21 30 30 30 30 30 30 30
NORMAL: 2018.02.06 18:07:01.489    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.491    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 8B 00 00 00 00
NORMAL: 2018.02.06 18:07:01.493    接收 0x00db60d9 0x0000073d 数据帧 标准帧 08 07 62 F1 8B 20 17 12 10
NORMAL: 2018.02.06 18:07:01.494    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.496    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 8C 00 00 00 00
NORMAL: 2018.02.06 18:07:01.498    接收 0x00db60de 0x0000073d 数据帧 标准帧 08 10 13 62 F1 8C 31 32 33
NORMAL: 2018.02.06 18:07:01.499    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.501    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:07:01.503    接收 0x00db60e3 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 18:07:01.504    接收 0x00db60e4 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 18:07:01.504    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.506    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 90 00 00 00 00
NORMAL: 2018.02.06 18:07:01.508    接收 0x00db60e8 0x0000073d 数据帧 标准帧 08 10 14 62 F1 90 00 00 00
NORMAL: 2018.02.06 18:07:01.509    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.511    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:07:01.513    接收 0x00db60ed 0x0000073d 数据帧 标准帧 08 21 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:07:01.514    接收 0x00db60ee 0x0000073d 数据帧 标准帧 08 22 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:07:01.514    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.516    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 93 00 00 00 00
NORMAL: 2018.02.06 18:07:01.518    接收 0x00db60f3 0x0000073d 数据帧 标准帧 08 10 13 62 F1 93 31 32 33
NORMAL: 2018.02.06 18:07:01.519    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.520    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:07:01.522    接收 0x00db60f6 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 18:07:01.523    接收 0x00db60f7 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 18:07:01.524    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.526    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 94 00 00 00 00
NORMAL: 2018.02.06 18:07:01.528    接收 0x00db60fc 0x0000073d 数据帧 标准帧 08 10 13 62 F1 94 31 32 33
NORMAL: 2018.02.06 18:07:01.529    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.531    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:07:01.533    接收 0x00db6101 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 18:07:01.534    接收 0x00db6102 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 18:07:01.534    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.536    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 95 00 00 00 00
NORMAL: 2018.02.06 18:07:01.539    接收 0x00db6108 0x0000073d 数据帧 标准帧 08 10 13 62 F1 95 31 32 33
NORMAL: 2018.02.06 18:07:01.539    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.542    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:07:01.545    接收 0x00db610d 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 18:07:01.546    接收 0x00db610e 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 18:07:01.546    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.548    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 9D 00 00 00 00
NORMAL: 2018.02.06 18:07:01.550    接收 0x00db6112 0x0000073d 数据帧 标准帧 08 07 62 F1 9D 00 00 00 00
NORMAL: 2018.02.06 18:07:01.551    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.554    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 10 00 00 00 00
NORMAL: 2018.02.06 18:07:01.556    接收 0x00db6118 0x0000073d 数据帧 标准帧 08 10 0B 62 F1 10 00 00 00
NORMAL: 2018.02.06 18:07:01.556    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.558    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:07:01.560    接收 0x00db611c 0x0000073d 数据帧 标准帧 08 21 00 00 00 00 00 AA AA
NORMAL: 2018.02.06 18:07:01.561    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.563    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 01 00 00 00 00
NORMAL: 2018.02.06 18:07:01.565    接收 0x00db6121 0x0000073d 数据帧 标准帧 08 04 62 F1 01 00 AA AA AA
NORMAL: 2018.02.06 18:07:01.566    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.568    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 92 00 00 00 00
NORMAL: 2018.02.06 18:07:01.570    接收 0x00db6126 0x0000073d 数据帧 标准帧 08 10 13 62 F1 92 31 32 33
NORMAL: 2018.02.06 18:07:01.571    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.574    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:07:01.574    接收 0x00db612b 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 18:07:01.577    接收 0x00db612d 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 18:07:01.577    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.579    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 98 00 00 00 00
NORMAL: 2018.02.06 18:07:01.581    接收 0x00db6131 0x0000073d 数据帧 标准帧 08 10 13 62 F1 98 00 00 00
NORMAL: 2018.02.06 18:07:01.582    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.584    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:07:01.586    接收 0x00db6136 0x0000073d 数据帧 标准帧 08 21 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:07:01.587    接收 0x00db6137 0x0000073d 数据帧 标准帧 08 22 00 00 00 00 00 00 AA
NORMAL: 2018.02.06 18:07:01.587    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.589    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 99 00 00 00 00
NORMAL: 2018.02.06 18:07:01.591    接收 0x00db613b 0x0000073d 数据帧 标准帧 08 07 62 F1 99 00 00 00 00
NORMAL: 2018.02.06 18:07:01.592    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.595    发送 0000000000 0x00000735 数据帧 标准帧 08 03 22 F1 80 00 00 00 00
NORMAL: 2018.02.06 18:07:01.595    接收 0x00db6141 0x0000073d 数据帧 标准帧 08 10 13 62 F1 80 31 32 33
NORMAL: 2018.02.06 18:07:01.597    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.599    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:07:01.599    接收 0x00db6145 0x0000073d 数据帧 标准帧 08 21 34 35 36 37 38 39 41
NORMAL: 2018.02.06 18:07:01.601    接收 0x00db6146 0x0000073d 数据帧 标准帧 08 22 42 43 44 45 46 31 AA
NORMAL: 2018.02.06 18:07:01.602    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:01.602    读取ECU信息成功！
NORMAL: 2018.02.06 18:07:02.997    开始读取故障码！
NORMAL: 2018.02.06 18:07:03.004    发送 0000000000 0x00000735 数据帧 标准帧 08 03 19 02 FF 00 00 00 00
NORMAL: 2018.02.06 18:07:03.006    接收 0x00db66c2 0x0000073d 数据帧 标准帧 08 12 4B 59 02 49 1C 03 00
NORMAL: 2018.02.06 18:07:03.012    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:03.015    发送 0000000000 0x00000735 数据帧 标准帧 08 30 00 00 00 00 00 00 00
NORMAL: 2018.02.06 18:07:03.015    接收 0x00db66cc 0x0000073d 数据帧 标准帧 08 21 49 06 06 00 49 15 03
NORMAL: 2018.02.06 18:07:03.017    接收 0x00db66ce 0x0000073d 数据帧 标准帧 08 22 00 49 0A 1B 01 49 11
NORMAL: 2018.02.06 18:07:03.019    接收 0x00db66d0 0x0000073d 数据帧 标准帧 08 23 00 00 49 11 01 00 49
NORMAL: 2018.02.06 18:07:03.020    接收 0x00db66d1 0x0000073d 数据帧 标准帧 08 24 11 02 00 49 11 03 00
NORMAL: 2018.02.06 18:07:03.021    接收 0x00db66d2 0x0000073d 数据帧 标准帧 08 25 49 11 04 00 49 11 05
NORMAL: 2018.02.06 18:07:03.022    接收 0x00db66d3 0x0000073d 数据帧 标准帧 08 26 00 49 11 07 00 49 11
NORMAL: 2018.02.06 18:07:03.023    接收 0x00db66d4 0x0000073d 数据帧 标准帧 08 27 08 00 49 11 09 00 49
NORMAL: 2018.02.06 18:07:03.024    接收 0x00db66d5 0x0000073d 数据帧 标准帧 08 28 11 0B 00 49 11 0C 00
NORMAL: 2018.02.06 18:07:03.025    接收 0x00db66d6 0x0000073d 数据帧 标准帧 08 29 49 11 0D 00 49 11 0E
NORMAL: 2018.02.06 18:07:03.027    接收 0x00db66d8 0x0000073d 数据帧 标准帧 08 2A 00 49 11 0F 00 49 11
NORMAL: 2018.02.06 18:07:03.028    接收 0x00db66d9 0x0000073d 数据帧 标准帧 08 2B 10 00 49 11 11 00 49
NORMAL: 2018.02.06 18:07:03.029    接收 0x00db66da 0x0000073d 数据帧 标准帧 08 2C 11 12 00 49 11 13 00
NORMAL: 2018.02.06 18:07:03.030    接收 0x00db66db 0x0000073d 数据帧 标准帧 08 2D 49 11 15 00 49 11 16
NORMAL: 2018.02.06 18:07:03.031    接收 0x00db66dc 0x0000073d 数据帧 标准帧 08 2E 00 49 11 17 00 49 11
NORMAL: 2018.02.06 18:07:03.032    接收 0x00db66dd 0x0000073d 数据帧 标准帧 08 2F 18 00 49 11 19 00 49
NORMAL: 2018.02.06 18:07:03.033    接收 0x00db66de 0x0000073d 数据帧 标准帧 08 20 11 1B 00 49 11 1C 00
NORMAL: 2018.02.06 18:07:03.034    接收 0x00db66df 0x0000073d 数据帧 标准帧 08 21 49 11 1D 00 49 11 1E
NORMAL: 2018.02.06 18:07:03.035    接收 0x00db66e0 0x0000073d 数据帧 标准帧 08 22 00 49 11 20 00 49 11
NORMAL: 2018.02.06 18:07:03.036    接收 0x00db66e1 0x0000073d 数据帧 标准帧 08 23 21 00 49 11 22 00 49
NORMAL: 2018.02.06 18:07:03.038    接收 0x00db66e3 0x0000073d 数据帧 标准帧 08 24 11 23 00 49 11 24 00
NORMAL: 2018.02.06 18:07:03.040    接收 0x00db66e5 0x0000073d 数据帧 标准帧 08 25 49 11 25 00 49 11 27
NORMAL: 2018.02.06 18:07:03.042    接收 0x00db66e7 0x0000073d 数据帧 标准帧 08 26 00 49 11 28 00 49 11
NORMAL: 2018.02.06 18:07:03.044    接收 0x00db66e9 0x0000073d 数据帧 标准帧 08 27 29 00 49 11 2A 00 49
NORMAL: 2018.02.06 18:07:03.046    接收 0x00db66eb 0x0000073d 数据帧 标准帧 08 28 11 2B 00 49 11 2C 00
NORMAL: 2018.02.06 18:07:03.048    接收 0x00db66ed 0x0000073d 数据帧 标准帧 08 29 49 11 2D 00 49 11 2E
NORMAL: 2018.02.06 18:07:03.050    接收 0x00db66ef 0x0000073d 数据帧 标准帧 08 2A 00 49 11 2F 00 49 11
NORMAL: 2018.02.06 18:07:03.052    接收 0x00db66f1 0x0000073d 数据帧 标准帧 08 2B 30 00 49 11 31 00 49
NORMAL: 2018.02.06 18:07:03.054    接收 0x00db66f3 0x0000073d 数据帧 标准帧 08 2C 11 32 00 49 11 33 00
NORMAL: 2018.02.06 18:07:03.055    接收 0x00db66f4 0x0000073d 数据帧 标准帧 08 2D 49 11 34 00 49 11 36
NORMAL: 2018.02.06 18:07:03.057    接收 0x00db66f6 0x0000073d 数据帧 标准帧 08 2E 00 49 11 37 00 49 06
NORMAL: 2018.02.06 18:07:03.058    接收 0x00db66f7 0x0000073d 数据帧 标准帧 08 2F 2F 42 49 06 2F 43 49
NORMAL: 2018.02.06 18:07:03.059    接收 0x00db66f8 0x0000073d 数据帧 标准帧 08 20 06 2F 45 49 15 04 00
NORMAL: 2018.02.06 18:07:03.060    接收 0x00db66f9 0x0000073d 数据帧 标准帧 08 21 49 D2 0C 00 49 D2 0D
NORMAL: 2018.02.06 18:07:03.061    接收 0x00db66fa 0x0000073d 数据帧 标准帧 08 22 00 49 D2 00 00 49 D2
NORMAL: 2018.02.06 18:07:03.062    接收 0x00db66fb 0x0000073d 数据帧 标准帧 08 23 01 00 49 D2 02 00 49
NORMAL: 2018.02.06 18:07:03.063    接收 0x00db66fc 0x0000073d 数据帧 标准帧 08 24 D2 03 00 49 D2 04 00
NORMAL: 2018.02.06 18:07:03.064    接收 0x00db66fd 0x0000073d 数据帧 标准帧 08 25 49 D2 05 00 49 D2 06
NORMAL: 2018.02.06 18:07:03.065    接收 0x00db66fe 0x0000073d 数据帧 标准帧 08 26 00 49 D2 07 00 49 D2
NORMAL: 2018.02.06 18:07:03.066    接收 0x00db66ff 0x0000073d 数据帧 标准帧 08 27 08 00 49 D2 09 00 49
NORMAL: 2018.02.06 18:07:03.068    接收 0x00db6701 0x0000073d 数据帧 标准帧 08 28 D2 0A 00 49 D2 0B 00
NORMAL: 2018.02.06 18:07:03.070    接收 0x00db6703 0x0000073d 数据帧 标准帧 08 29 49 06 B0 13 49 1C 06
NORMAL: 2018.02.06 18:07:03.072    接收 0x00db6705 0x0000073d 数据帧 标准帧 08 2A 19 49 C0 73 88 49 0A
NORMAL: 2018.02.06 18:07:03.074    接收 0x00db6707 0x0000073d 数据帧 标准帧 08 2B 90 00 49 0C 01 00 49
NORMAL: 2018.02.06 18:07:03.075    接收 0x00db6708 0x0000073d 数据帧 标准帧 08 2C 0B E5 00 49 18 00 12
NORMAL: 2018.02.06 18:07:03.076    接收 0x00db6709 0x0000073d 数据帧 标准帧 08 2D 49 0B E8 00 49 18 00
NORMAL: 2018.02.06 18:07:03.077    接收 0x00db670a 0x0000073d 数据帧 标准帧 08 2E 11 49 0B E7 00 49 0B
NORMAL: 2018.02.06 18:07:03.078    接收 0x00db670b 0x0000073d 数据帧 标准帧 08 2F FD 00 49 0B E9 00 49
NORMAL: 2018.02.06 18:07:03.079    接收 0x00db670c 0x0000073d 数据帧 标准帧 08 20 18 01 12 49 0B EC 00
NORMAL: 2018.02.06 18:07:03.080    接收 0x00db670d 0x0000073d 数据帧 标准帧 08 21 49 18 01 11 49 0B EB
NORMAL: 2018.02.06 18:07:03.082    接收 0x00db670f 0x0000073d 数据帧 标准帧 08 22 00 49 0B ED 00 49 18
NORMAL: 2018.02.06 18:07:03.083    接收 0x00db6710 0x0000073d 数据帧 标准帧 08 23 02 12 49 0B F0 00 49
NORMAL: 2018.02.06 18:07:03.084    接收 0x00db6711 0x0000073d 数据帧 标准帧 08 24 18 02 11 49 0B EF 00
NORMAL: 2018.02.06 18:07:03.084    接收 0x00db6712 0x0000073d 数据帧 标准帧 08 25 49 1C 08 19 49 13 00
NORMAL: 2018.02.06 18:07:03.091    接收 0x00db6713 0x0000073d 数据帧 标准帧 08 26 00 49 13 03 00 49 13
NORMAL: 2018.02.06 18:07:03.091    接收 0x00db6714 0x0000073d 数据帧 标准帧 08 27 04 00 49 13 05 00 49
NORMAL: 2018.02.06 18:07:03.091    接收 0x00db6715 0x0000073d 数据帧 标准帧 08 28 13 06 00 49 13 07 00
NORMAL: 2018.02.06 18:07:03.091    接收 0x00db6716 0x0000073d 数据帧 标准帧 08 29 49 13 08 00 49 13 09
NORMAL: 2018.02.06 18:07:03.091    接收 0x00db6717 0x0000073d 数据帧 标准帧 08 2A 00 49 13 0A 00 49 13
NORMAL: 2018.02.06 18:07:03.091    接收 0x00db6718 0x0000073d 数据帧 标准帧 08 2B 0B 00 49 13 0C 00 49
NORMAL: 2018.02.06 18:07:03.093    接收 0x00db671a 0x0000073d 数据帧 标准帧 08 2C 13 13 00 49 C2 93 00
NORMAL: 2018.02.06 18:07:03.095    接收 0x00db671c 0x0000073d 数据帧 标准帧 08 2D 49 15 07 00 49 14 00
NORMAL: 2018.02.06 18:07:03.097    接收 0x00db671e 0x0000073d 数据帧 标准帧 08 2E 00 49 0C 17 91 49 0C
NORMAL: 2018.02.06 18:07:03.099    接收 0x00db6720 0x0000073d 数据帧 标准帧 08 2F 4E 99 49 17 00 00 49
NORMAL: 2018.02.06 18:07:03.100    接收 0x00db6721 0x0000073d 数据帧 标准帧 08 20 17 01 00 49 C4 01 00
NORMAL: 2018.02.06 18:07:03.101    接收 0x00db6722 0x0000073d 数据帧 标准帧 08 21 49 0C 53 00 49 0C 51
NORMAL: 2018.02.06 18:07:03.102    接收 0x00db6723 0x0000073d 数据帧 标准帧 08 22 1C 49 0C 52 00 49 0A
NORMAL: 2018.02.06 18:07:03.103    接收 0x00db6724 0x0000073d 数据帧 标准帧 08 23 44 00 49 17 09 00 49
NORMAL: 2018.02.06 18:07:03.104    接收 0x00db6725 0x0000073d 数据帧 标准帧 08 24 1C 0E 00 49 0A 8E 00
NORMAL: 2018.02.06 18:07:03.105    接收 0x00db6726 0x0000073d 数据帧 标准帧 08 25 49 0A EF 00 49 0A F0
NORMAL: 2018.02.06 18:07:03.106    接收 0x00db6728 0x0000073d 数据帧 标准帧 08 26 00 49 0A ED 00 49 0A
NORMAL: 2018.02.06 18:07:03.108    接收 0x00db6729 0x0000073d 数据帧 标准帧 08 27 F4 00 49 0A F5 00 49
NORMAL: 2018.02.06 18:07:03.109    接收 0x00db672a 0x0000073d 数据帧 标准帧 08 28 0A F2 00 49 0B D3 00
NORMAL: 2018.02.06 18:07:03.110    接收 0x00db672b 0x0000073d 数据帧 标准帧 08 29 49 0B D4 00 49 0A D1
NORMAL: 2018.02.06 18:07:03.111    接收 0x00db672c 0x0000073d 数据帧 标准帧 08 2A 00 49 19 87 00 49 19
NORMAL: 2018.02.06 18:07:03.112    接收 0x00db672d 0x0000073d 数据帧 标准帧 08 2B 89 00 49 0A 32 00 49
NORMAL: 2018.02.06 18:07:03.113    接收 0x00db672e 0x0000073d 数据帧 标准帧 08 2C 0A 33 00 49 19 83 00
NORMAL: 2018.02.06 18:07:03.114    接收 0x00db672f 0x0000073d 数据帧 标准帧 08 2D 49 19 85 00 49 05 63
NORMAL: 2018.02.06 18:07:03.115    接收 0x00db6730 0x0000073d 数据帧 标准帧 08 2E 00 49 05 62 00 49 0C
NORMAL: 2018.02.06 18:07:03.116    接收 0x00db6731 0x0000073d 数据帧 标准帧 08 2F 79 00 49 0C 79 17 49
NORMAL: 2018.02.06 18:07:03.118    接收 0x00db6733 0x0000073d 数据帧 标准帧 08 20 06 43 00 49 06 51 00
NORMAL: 2018.02.06 18:07:03.120    接收 0x00db6735 0x0000073d 数据帧 标准帧 08 21 49 06 52 00 49 1C 15
NORMAL: 2018.02.06 18:07:03.122    接收 0x00db6737 0x0000073d 数据帧 标准帧 08 22 00 49 06 99 00 49 06
NORMAL: 2018.02.06 18:07:03.124    接收 0x00db6739 0x0000073d 数据帧 标准帧 08 23 98 00 49 0A 1B 47 49
NORMAL: 2018.02.06 18:07:03.124    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 18:07:05.283    读取故障码成功！
NORMAL: 2018.02.06 18:07:05.553    发送 0000000000 0x00000735 数据帧 标准帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.02.06 18:07:05.555    接收 0x00db70b8 0x0000073d 数据帧 标准帧 08 02 7E 00 AA AA AA AA AA
NORMAL: 2018.02.06 18:07:06.300    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.02.06 18:07:07.560    发送 0000000000 0x00000735 数据帧 标准帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.02.06 18:07:07.562    接收 0x00db788e 0x0000073d 数据帧 标准帧 08 02 7E 00 AA AA AA AA AA
NORMAL: 2018.02.06 18:07:07.563    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.02.06 18:07:09.747    CAN设备已经打开，进行关闭！
ERROR: 2018.02.06 18:07:11.564    数据帧发送未成功！
