NORMAL: 2018.02.06 16:13:59.846    软件启动！
NORMAL: 2018.02.06 16:14:05.891    接收 0x0073fb9a 0x0000073d 数据帧 标准帧 08 29 49 11 0D 00 49 11 0E
NORMAL: 2018.02.06 16:14:05.897    接收 0x0073fb9c 0x0000073d 数据帧 标准帧 08 2A 00 49 11 0F 00 49 11
NORMAL: 2018.02.06 16:14:05.897    接收 0x0073fb9d 0x0000073d 数据帧 标准帧 08 2B 10 00 49 11 11 00 49
NORMAL: 2018.02.06 16:14:05.899    接收 0x0073fb9e 0x0000073d 数据帧 标准帧 08 2C 11 12 00 49 11 13 00
NORMAL: 2018.02.06 16:14:05.899    接收 0x0073fb9f 0x0000073d 数据帧 标准帧 08 2D 49 11 15 00 49 11 16
NORMAL: 2018.02.06 16:14:05.900    接收 0x0073fba0 0x0000073d 数据帧 标准帧 08 2E 00 49 11 17 00 49 11
NORMAL: 2018.02.06 16:14:05.902    接收 0x0073fba2 0x0000073d 数据帧 标准帧 08 2F 18 00 49 11 19 00 49
NORMAL: 2018.02.06 16:14:05.904    接收 0x0073fba4 0x0000073d 数据帧 标准帧 08 20 11 1B 00 49 11 1C 00
NORMAL: 2018.02.06 16:14:05.912    接收 0x0073fba6 0x0000073d 数据帧 标准帧 08 21 49 11 1D 00 49 11 1E
NORMAL: 2018.02.06 16:14:05.913    接收 0x0073fba8 0x0000073d 数据帧 标准帧 08 22 00 49 11 20 00 49 11
NORMAL: 2018.02.06 16:14:05.914    接收 0x0073fba9 0x0000073d 数据帧 标准帧 08 23 21 00 49 11 22 00 49
NORMAL: 2018.02.06 16:14:05.915    接收 0x0073fbaa 0x0000073d 数据帧 标准帧 08 24 11 23 00 49 11 24 00
NORMAL: 2018.02.06 16:14:05.916    接收 0x0073fbab 0x0000073d 数据帧 标准帧 08 25 49 11 25 00 49 11 27
NORMAL: 2018.02.06 16:14:05.917    接收 0x0073fbac 0x0000073d 数据帧 标准帧 08 26 00 49 11 28 00 49 11
NORMAL: 2018.02.06 16:14:05.918    接收 0x0073fbad 0x0000073d 数据帧 标准帧 08 27 29 00 49 11 2A 00 49
NORMAL: 2018.02.06 16:14:05.919    接收 0x0073fbae 0x0000073d 数据帧 标准帧 08 28 11 2B 00 49 11 2C 00
NORMAL: 2018.02.06 16:14:05.921    接收 0x0073fbb0 0x0000073d 数据帧 标准帧 08 29 49 11 2D 00 49 11 2E
NORMAL: 2018.02.06 16:14:05.922    接收 0x0073fbb1 0x0000073d 数据帧 标准帧 08 2A 00 49 11 2F 00 49 11
NORMAL: 2018.02.06 16:14:05.923    接收 0x0073fbb2 0x0000073d 数据帧 标准帧 08 2B 30 00 49 11 31 00 49
NORMAL: 2018.02.06 16:14:05.924    接收 0x0073fbb3 0x0000073d 数据帧 标准帧 08 2C 11 32 00 49 11 33 00
NORMAL: 2018.02.06 16:14:05.925    接收 0x0073fbb4 0x0000073d 数据帧 标准帧 08 2D 49 11 34 00 49 11 36
NORMAL: 2018.02.06 16:14:05.927    接收 0x0073fbb5 0x0000073d 数据帧 标准帧 08 2E 00 49 11 37 00 49 06
NORMAL: 2018.02.06 16:14:05.927    接收 0x0073fbb6 0x0000073d 数据帧 标准帧 08 2F 2F 42 49 06 2F 43 49
NORMAL: 2018.02.06 16:14:05.928    接收 0x0073fbb7 0x0000073d 数据帧 标准帧 08 20 06 2F 45 49 15 04 00
NORMAL: 2018.02.06 16:14:05.929    接收 0x0073fbb8 0x0000073d 数据帧 标准帧 08 21 49 D2 0C 00 49 D2 0D
NORMAL: 2018.02.06 16:14:05.930    接收 0x0073fbb9 0x0000073d 数据帧 标准帧 08 22 00 49 D2 00 00 49 D2
NORMAL: 2018.02.06 16:14:05.932    接收 0x0073fbbb 0x0000073d 数据帧 标准帧 08 23 01 00 49 D2 02 00 49
NORMAL: 2018.02.06 16:14:05.934    接收 0x0073fbbd 0x0000073d 数据帧 标准帧 08 24 D2 03 00 49 D2 04 00
NORMAL: 2018.02.06 16:14:05.936    接收 0x0073fbbf 0x0000073d 数据帧 标准帧 08 25 49 D2 05 00 49 D2 06
NORMAL: 2018.02.06 16:14:05.937    接收 0x0073fbc1 0x0000073d 数据帧 标准帧 08 26 00 49 D2 07 00 49 D2
NORMAL: 2018.02.06 16:14:05.939    接收 0x0073fbc2 0x0000073d 数据帧 标准帧 08 27 08 00 49 D2 09 00 49
NORMAL: 2018.02.06 16:14:05.939    接收 0x0073fbc3 0x0000073d 数据帧 标准帧 08 28 D2 0A 00 49 D2 0B 00
NORMAL: 2018.02.06 16:14:05.940    接收 0x0073fbc4 0x0000073d 数据帧 标准帧 08 29 49 06 B0 13 49 1C 06
NORMAL: 2018.02.06 16:14:05.941    接收 0x0073fbc5 0x0000073d 数据帧 标准帧 08 2A 19 49 C0 73 88 49 0A
NORMAL: 2018.02.06 16:14:05.942    接收 0x0073fbc6 0x0000073d 数据帧 标准帧 08 2B 90 00 49 0C 01 00 49
NORMAL: 2018.02.06 16:14:05.943    接收 0x0073fbc7 0x0000073d 数据帧 标准帧 08 2C 0B E5 00 49 18 00 12
NORMAL: 2018.02.06 16:14:05.945    接收 0x0073fbc9 0x0000073d 数据帧 标准帧 08 2D 49 0B E8 00 49 18 00
NORMAL: 2018.02.06 16:14:05.946    接收 0x0073fbca 0x0000073d 数据帧 标准帧 08 2E 11 49 0B E7 00 49 0B
NORMAL: 2018.02.06 16:14:05.947    接收 0x0073fbcb 0x0000073d 数据帧 标准帧 08 2F FD 00 49 0B E9 00 49
NORMAL: 2018.02.06 16:14:05.948    接收 0x0073fbcc 0x0000073d 数据帧 标准帧 08 20 18 01 12 49 0B EC 00
NORMAL: 2018.02.06 16:14:05.949    接收 0x0073fbcd 0x0000073d 数据帧 标准帧 08 21 49 18 01 11 49 0B EB
NORMAL: 2018.02.06 16:14:05.950    接收 0x0073fbce 0x0000073d 数据帧 标准帧 08 22 00 49 0B ED 00 49 18
NORMAL: 2018.02.06 16:14:05.951    接收 0x0073fbcf 0x0000073d 数据帧 标准帧 08 23 02 12 49 0B F0 00 49
NORMAL: 2018.02.06 16:14:05.952    接收 0x0073fbd0 0x0000073d 数据帧 标准帧 08 24 18 02 11 49 0B EF 00
NORMAL: 2018.02.06 16:14:05.953    接收 0x0073fbd1 0x0000073d 数据帧 标准帧 08 25 49 1C 08 19 49 13 00
NORMAL: 2018.02.06 16:14:05.954    接收 0x0073fbd2 0x0000073d 数据帧 标准帧 08 26 00 49 13 03 00 49 13
NORMAL: 2018.02.06 16:14:05.956    接收 0x0073fbd4 0x0000073d 数据帧 标准帧 08 27 04 00 49 13 05 00 49
NORMAL: 2018.02.06 16:14:05.958    接收 0x0073fbd6 0x0000073d 数据帧 标准帧 08 28 13 06 00 49 13 07 00
NORMAL: 2018.02.06 16:14:05.960    接收 0x0073fbd8 0x0000073d 数据帧 标准帧 08 29 49 13 08 00 49 13 09
NORMAL: 2018.02.06 16:14:05.961    接收 0x0073fbda 0x0000073d 数据帧 标准帧 08 2A 00 49 13 0A 00 49 13
NORMAL: 2018.02.06 16:14:05.962    接收 0x0073fbdb 0x0000073d 数据帧 标准帧 08 2B 0B 00 49 13 0C 00 49
NORMAL: 2018.02.06 16:14:05.963    接收 0x0073fbdc 0x0000073d 数据帧 标准帧 08 2C 13 13 00 49 C2 93 00
NORMAL: 2018.02.06 16:14:05.964    接收 0x0073fbdd 0x0000073d 数据帧 标准帧 08 2D 49 15 07 00 49 14 00
NORMAL: 2018.02.06 16:14:05.965    接收 0x0073fbde 0x0000073d 数据帧 标准帧 08 2E 00 49 0C 17 91 49 0C
NORMAL: 2018.02.06 16:14:05.966    接收 0x0073fbdf 0x0000073d 数据帧 标准帧 08 2F 4E 99 49 17 00 00 49
NORMAL: 2018.02.06 16:14:05.967    接收 0x0073fbe0 0x0000073d 数据帧 标准帧 08 20 17 01 00 49 C4 01 00
NORMAL: 2018.02.06 16:14:05.969    接收 0x0073fbe2 0x0000073d 数据帧 标准帧 08 21 49 0C 53 00 49 0C 51
NORMAL: 2018.02.06 16:14:05.970    接收 0x0073fbe3 0x0000073d 数据帧 标准帧 08 22 1C 49 0C 52 00 49 0A
NORMAL: 2018.02.06 16:14:05.971    接收 0x0073fbe4 0x0000073d 数据帧 标准帧 08 23 44 00 49 17 09 00 49
NORMAL: 2018.02.06 16:14:05.972    接收 0x0073fbe5 0x0000073d 数据帧 标准帧 08 24 1C 0E 00 49 0A 8E 00
NORMAL: 2018.02.06 16:14:05.973    接收 0x0073fbe6 0x0000073d 数据帧 标准帧 08 25 49 0A EF 00 49 0A F0
NORMAL: 2018.02.06 16:14:05.974    接收 0x0073fbe7 0x0000073d 数据帧 标准帧 08 26 00 49 0A ED 00 49 0A
NORMAL: 2018.02.06 16:14:05.975    接收 0x0073fbe8 0x0000073d 数据帧 标准帧 08 27 F4 00 49 0A F5 00 49
NORMAL: 2018.02.06 16:14:05.976    接收 0x0073fbe9 0x0000073d 数据帧 标准帧 08 28 0A F2 00 49 0B D3 00
NORMAL: 2018.02.06 16:14:05.977    接收 0x0073fbea 0x0000073d 数据帧 标准帧 08 29 49 0B D4 00 49 0A D1
NORMAL: 2018.02.06 16:14:05.979    接收 0x0073fbeb 0x0000073d 数据帧 标准帧 08 2A 00 49 19 87 00 49 19
NORMAL: 2018.02.06 16:14:05.980    接收 0x0073fbed 0x0000073d 数据帧 标准帧 08 2B 89 00 49 0A 32 00 49
NORMAL: 2018.02.06 16:14:05.982    接收 0x0073fbef 0x0000073d 数据帧 标准帧 08 2C 0A 33 00 49 19 83 00
NORMAL: 2018.02.06 16:14:05.984    接收 0x0073fbf1 0x0000073d 数据帧 标准帧 08 2D 49 19 85 00 49 05 63
NORMAL: 2018.02.06 16:14:05.985    接收 0x0073fbf3 0x0000073d 数据帧 标准帧 08 2E 00 49 05 62 00 49 0C
NORMAL: 2018.02.06 16:14:05.986    接收 0x0073fbf4 0x0000073d 数据帧 标准帧 08 2F 79 00 49 0C 79 17 49
NORMAL: 2018.02.06 16:14:05.987    接收 0x0073fbf5 0x0000073d 数据帧 标准帧 08 20 06 43 00 49 06 51 00
NORMAL: 2018.02.06 16:14:05.988    接收 0x0073fbf6 0x0000073d 数据帧 标准帧 08 21 49 06 52 00 49 1C 15
NORMAL: 2018.02.06 16:14:05.989    接收 0x0073fbf7 0x0000073d 数据帧 标准帧 08 22 00 49 06 99 00 49 06
NORMAL: 2018.02.06 16:14:05.990    接收 0x0073fbf8 0x0000073d 数据帧 标准帧 08 23 98 00 49 0A 1B 47 49
NORMAL: 2018.02.06 16:14:05.990    返回数据接收完毕，本条指令完成！
NORMAL: 2018.02.06 16:14:08.277    读取故障码成功！
NORMAL: 2018.02.06 16:14:09.779    发送 0000000000 0x00000735 数据帧 标准帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.02.06 16:14:09.781    接收 0x00740ad6 0x0000073d 数据帧 标准帧 08 02 7E 00 AA AA AA AA AA
NORMAL: 2018.02.06 16:14:09.782    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.02.06 16:14:11.785    发送 0000000000 0x00000735 数据帧 标准帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.02.06 16:14:11.785    接收 0x007412ac 0x0000073d 数据帧 标准帧 08 02 7E 00 AA AA AA AA AA
NORMAL: 2018.02.06 16:14:11.787    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.02.06 16:14:13.792    发送 0000000000 0x00000735 数据帧 标准帧 08 02 3E 00 00 00 00 00 00
NORMAL: 2018.02.06 16:14:13.794    接收 0x00741a84 0x0000073d 数据帧 标准帧 08 02 7E 00 AA AA AA AA AA
NORMAL: 2018.02.06 16:14:13.801    对应接收的数据帧中值与配置文件完全一致，本条指令完成！
NORMAL: 2018.02.06 16:14:15.796    发送 0000000000 0x00000735 数据帧 标准帧 08 02 3E 00 00 00 00 00 00
